order_id,member_id,order_date,coupon_id
36482999,9A0DFB4A-C93E-4251-A994-8CD16D3F2DF8,2017-02-09 17:06,
36483008,F0E4350C-B0B0-46D6-8178-ABC2D935D8A8,2017-02-09 17:06,103
36483015,75A711C0-85F9-4DA0-9900-7293628EAB76,2017-02-09 17:06,103
36483020,815788FF-06BC-4FD9-8989-50821B31A42D,2017-02-09 17:06,
36483038,A3CB4244-8CB0-4D40-B66F-308AE7C8C5C9,2017-02-09 17:07,103
36483039,33DF5A37-A3BC-4752-9B15-E84B4E23BCF1,2017-02-09 17:07,103
36483047,F5550753-41DC-4620-8675-9157E1C83B56,2017-02-09 17:07,103
36483054,F0A53E3C-1F25-4154-9AF0-50918E3C2875,2017-02-09 17:08,
36483057,B498E061-DEDF-43B3-A098-DB7A6914C46E,2017-02-09 17:09,103
36483067,F5550753-41DC-4620-8675-9157E1C83B56,2017-02-09 17:09,103
36483080,78EA1A3F-14BB-416B-8F44-DE56E1094E16,2017-02-09 17:09,
36483085,087FEDCC-6E48-4E32-A595-9C9028019232,2017-02-09 17:09,103
36483089,A676C2E4-2C7E-49E8-9323-ECD01850832D,2017-02-09 17:10,103
36483095,BDF77795-A4B6-4DA5-A169-0570486C21E0,2017-02-09 17:09,103
36483097,853A71AE-960F-417D-9FC4-BE53ABFEF397,2017-02-09 17:09,103
36483108,F34F31A9-5BA8-47ED-9971-3C3255FED884,2017-02-09 17:10,103
36483126,713832FB-FEF2-4839-826E-7CD289B23E08,2017-02-09 17:10,103
36483128,D5EE669D-00E3-4419-A17B-412AAC84EA57,2017-02-09 17:10,103
36483131,F3B8EE19-67B5-4606-A15E-2B50387F0884,2017-02-09 17:11,103
36483135,5420B139-FC0E-4A75-A275-C2B1FB2C340D,2017-02-09 17:11,103
36483145,4C5E6CD8-E9FA-44BA-9835-AA40092A40A1,2017-02-09 17:11,103
36483150,C97021CF-BDB3-430B-B60F-562173D6C35D,2017-02-09 17:13,103
36483162,509125BB-A541-4619-B9D0-C316AF8FE7BA,2017-02-09 17:12,
36483181,2C2F3D49-8DED-4731-9D65-ADA73B70285D,2017-02-09 17:13,103
36483185,86CDECA6-2F19-4668-B600-A804A968D806,2017-02-09 17:13,103
36483186,08AA15E8-3AE9-4956-883D-97D93528DE02,2017-02-09 17:13,103
36483188,1BA983A2-2659-4061-A4FE-E1533A5C3D31,2017-02-09 17:13,103
36483191,512C37CC-EAAE-4A63-97DD-F8BB9A3CD638,2017-02-09 17:13,103
36483203,83C13ABA-E7BD-4CA2-9BFE-EDE08D1751F9,2017-02-09 17:13,103
36483230,19F33337-446C-4A80-9DFA-2DE7DE15E68C,2017-02-09 17:15,103
36483232,5F87CADE-3906-45FA-90A2-18EA3FB7F8A5,2017-02-09 17:14,103
36483249,A827173A-62E4-41DC-9DD7-A7A1170B12A1,2017-02-09 17:15,103
36483319,AB0A2A08-3E4C-4A6F-9421-51B3B79AD83C,2017-02-09 17:17,
36483327,0C3326C3-D71E-4A83-ABF3-CB542A48D579,2017-02-09 17:18,103
36483345,94B96406-9DA0-4F44-B1D5-7DC71026F49F,2017-02-09 17:17,103
36483358,B879410D-4859-440D-AC6D-13D983DF1D43,2017-02-09 17:18,103
36483360,569B8139-B03F-4E60-BC31-505A6D7D28D3,2017-02-09 17:18,103
36483387,C45CFB15-FB44-4AFB-819D-26E1BA9B16E6,2017-02-09 17:19,103
36483419,89A8DDB9-F4B9-432B-99CF-CDD33DCF4FC0,2017-02-09 17:19,103
36483428,782CEAB8-DA31-49DE-917B-673AE5B7A6BB,2017-02-09 17:19,103
36483434,34A1472F-15D2-4139-9506-130FC784DBD3,2017-02-09 17:20,103
36483459,BB14C8E4-E1DF-45BA-B675-23C9657DCE8C,2017-02-09 17:21,103
36483461,B759521D-1BE3-4094-8A51-875CE1D73A51,2017-02-09 17:21,103
36483469,82F54B71-10CF-4AEF-9FDA-FD5ECC86AD1C,2017-02-09 17:21,
36483476,89645C31-4C8A-43ED-8377-3772F2829AE0,2017-02-09 17:22,103
36483487,29AD7F4C-557E-4A98-95D1-02B76B4BE6DD,2017-02-09 17:22,103
36483488,75C9A63C-29E1-4711-B2C0-19162F3D81E7,2017-02-09 17:22,103
36483508,65C8F76E-CDAF-42CB-8EC0-1C8AE44816D8,2017-02-09 17:24,103
36483517,0CD3CFBA-37C7-49E5-AB73-B8288467C683,2017-02-09 17:23,103
36483539,F35FE7FF-AD5B-4C9A-98E0-0185214D8334,2017-02-09 17:25,103
36483555,38624D20-37C0-44A5-BDE3-4C6DFBBE96D4,2017-02-09 17:25,103
36483579,7E64F669-3DCD-4A99-9C0E-0B59A423B79E,2017-02-09 17:25,
36483588,03094A30-AD1D-4FD3-B21A-D75CDC10B276,2017-02-09 17:26,
36483593,71C4FDFD-D111-4E42-BE9A-68788C372959,2017-02-09 17:26,103
36483601,57F03717-C936-4FA2-B575-897889246839,2017-02-09 17:26,103
36483615,6C0AFB3B-402F-4E8A-8847-01AD9CD5A793,2017-02-09 17:27,
36483647,B879410D-4859-440D-AC6D-13D983DF1D43,2017-02-09 17:28,
36483669,1AC85901-9CC2-4B67-B995-41B3E4597BFC,2017-02-09 17:29,103
36483671,DE1D44F3-7095-478B-82D0-ADA0A055278B,2017-02-09 17:29,103
36483680,4F946CC1-541C-4CF3-8DC2-DBBDE60707F3,2017-02-09 17:29,103
36483681,F0B3CBDD-47D1-46B9-B36B-777E7DC69AD6,2017-02-09 17:29,103
36483686,F0DC62E2-3138-40EC-B6C3-D594FA555FBA,2017-02-09 17:30,103
36483697,497482EF-50D5-42A7-BE85-8401B0B29676,2017-02-09 17:30,103
36483725,DBE64758-83FC-4D99-9236-D45B0C31A876,2017-02-09 17:31,
36483728,150FCDAD-6A73-4AFB-BEFE-4BDFD8396DD1,2017-02-09 17:31,
36483733,4340700F-F669-432E-9DA0-E2793677B95D,2017-02-09 17:31,103
36483761,8FB1208E-823A-4BBB-BAC6-7D3E3C65C00F,2017-02-09 17:32,103
36483771,00EF1E9B-CE2C-495C-932B-CE67ECDA9B16,2017-02-09 18:27,103
36483780,23753B0E-308C-48B4-BA81-A4B6508F734C,2017-02-09 17:33,
36483786,8DA1E45E-A69E-43AF-8DD5-0B0F2C4F3BC9,2017-02-09 17:33,103
36483790,7AEA4DBA-0C4D-49F7-9D61-0B123C7801EF,2017-02-09 17:33,103
36483823,7ABFD869-15B2-4DF0-BF51-82D45F071E90,2017-02-09 17:35,103
36483828,55F5F7E9-9468-41DD-9F8E-77DF15232E11,2017-02-09 17:35,103
36483843,461A9461-3787-44E7-AF1D-6D0A13377B2E,2017-02-09 17:35,103
36483871,06B72478-3E47-48AD-AD33-03C636F3AD69,2017-02-09 17:36,103
36483881,DDE7B899-0EEE-4E3B-A4CA-93201691C97A,2017-02-09 17:37,103
36483884,7E7CC487-BFAE-43B4-A017-49D06C9FF053,2017-02-09 17:37,103
36483899,B3D0B703-AA9B-44A5-BEAA-132ADA3358C5,2017-02-09 17:38,
36483907,028773F7-4CB3-42CB-93B5-B7CA4C2D9C8C,2017-02-09 17:38,
36483910,1E28304B-2B47-4FBC-9630-52FAD1484E7F,2017-02-09 17:38,103
36483918,C484142E-B4CA-4436-8EEA-3F800BAEB27C,2017-02-09 17:38,
36483924,621A9F0D-799D-4D54-9FE1-D5215F137EC3,2017-02-09 17:39,103
36483930,64C90642-940A-4BCA-BE03-60B7D2602B1D,2017-02-09 17:39,103
36483943,4F405131-3543-4133-877C-3219A1BFB808,2017-02-09 17:40,103
36483959,AB276E1C-8AD9-43D0-8E57-D07E08B78A2C,2017-02-09 17:40,103
36483996,A9BABCB3-36DE-41D6-A7A1-6D3BF0A6FF03,2017-02-09 17:41,103
36484008,E049AA7C-02FC-4F2C-B60A-E078BBCABB10,2017-02-09 17:42,103
36484014,ABAE73B8-7FD2-4362-BE5F-D872B2401EEA,2017-02-09 17:41,
36484018,1B09EB76-DC49-4FED-B1D9-1B0E4E3912E1,2017-02-09 17:42,
36484053,98964708-7E86-4EE6-8AD1-1495F5A3BBFC,2017-02-09 17:43,
36484057,EA07A60A-0F88-4837-922D-5F3137188F29,2017-02-09 17:43,103
36484073,F39304C3-5306-4D82-AC1F-9B27924EC40F,2017-02-09 17:47,103
36484081,C22F9786-AFF6-4FB8-99BB-751194B6531F,2017-02-09 17:45,103
36484082,B879410D-4859-440D-AC6D-13D983DF1D43,2017-02-09 17:44,
36484086,B3D38407-8F2E-46D5-99E2-87DDF0B6A223,2017-02-09 17:45,103
36484091,3ADBA1CC-BF00-4AB4-80DB-636C4C5FD876,2017-02-09 17:44,103
36484094,C35DE981-E454-47D9-8C93-B6AA30079043,2017-02-09 17:44,103
36484102,5B4B2958-1D89-49CC-8CAA-D7279A1C842B,2017-02-09 17:45,
36484119,E81A94A8-4B0C-4D3C-92A4-EBFD789B5965,2017-02-09 17:50,103
36484122,3855FF31-30BA-4030-816D-C686558AE97F,2017-02-09 17:46,103
36484129,1193E896-6646-48D0-9B7F-FA7E580DA24D,2017-02-09 17:45,
36484133,CE152AB7-B815-440D-BD66-34C34D2614CB,2017-02-09 17:45,103
36484148,3A907A7D-3D77-462C-8E08-68F32789B1C4,2017-02-09 17:46,103
36484154,73333737-FC55-479B-85B6-FC59D22590BB,2017-02-09 17:47,103
36484157,D4F7E86D-17D1-4C48-8E1E-410F5009492E,2017-02-09 17:46,103
36484181,826C9172-3EBB-4E21-9BC1-C3018566168A,2017-02-09 17:48,103
36484194,86F7CDF2-EB97-484C-8F56-A34C950FF950,2017-02-09 17:48,103
36484204,9AC1080A-ADFE-4D94-BA1A-0F4A02BF1149,2017-02-09 17:48,103
36484205,CFBBD3DF-DBB6-43D2-9F09-C64BB4F6DF8A,2017-02-09 17:48,
36484221,0AA2C895-DD40-4A2C-8555-3F3D2DAD0651,2017-02-09 17:48,103
36484222,89271039-2073-49F5-853D-9CF8F490BD91,2017-02-09 17:49,103
36484242,826C9172-3EBB-4E21-9BC1-C3018566168A,2017-02-09 17:49,103
36484252,DF1AB842-9AEE-493B-BE3B-19FF44F3A25A,2017-02-09 17:49,103
36484261,B4E45FAB-D099-4AB8-A2A3-E85FDC64FFE3,2017-02-09 17:50,103
36484263,97665C1E-5CD1-49BB-99FE-1392AEAEAF88,2017-02-09 17:50,103
36484273,AB0A2A08-3E4C-4A6F-9421-51B3B79AD83C,2017-02-09 17:50,
36484277,9C9BAD25-F107-4D5C-8D1C-29478223523A,2017-02-09 17:50,
36484281,5B4B2958-1D89-49CC-8CAA-D7279A1C842B,2017-02-09 17:51,103
36484289,F592AC37-DA07-4E16-983E-6848FA5A6E33,2017-02-09 17:51,103
36484292,A9038AB4-7944-43BB-94D2-8E06AE13B8CB,2017-02-09 17:51,103
36484307,2D54DAF3-8D85-42C2-9D4B-F9B1628241EC,2017-02-09 17:51,
36484317,826D28DC-4571-422F-93B7-5FE0C33AFD83,2017-02-09 17:53,103
36484326,63CE8209-FEB9-4FA2-9384-322214C3752F,2017-02-09 17:52,103
36484332,F67E6FB2-3DA6-4809-9029-6D6520F77CF2,2017-02-09 17:53,103
36484338,CA7CE4F1-D097-4628-85AF-9A7BDFAD561D,2017-02-09 17:53,103
36484359,463DCBA9-0B76-4435-B240-1AC91A0F3A11,2017-02-09 17:53,103
36484360,4F915C93-7C4A-4174-8C0D-82F6C29DAD82,2017-02-09 17:53,
36484372,DC0D4215-1237-4472-B20E-C3D725161A15,2017-02-09 17:54,103
36484379,6DF9DB2E-170F-42E0-8DA7-518D852B1DBD,2017-02-09 17:54,103
36484385,1094CF3C-C101-4CD6-AB77-AC27B8ADFD75,2017-02-09 17:54,
36484387,6516EB90-C8A0-41FC-AAB9-9258D07020DC,2017-02-09 17:55,103
36484395,F2D3EC9A-13A5-4A2D-9531-43A721EFE7DB,2017-02-09 17:54,103
36484404,826D28DC-4571-422F-93B7-5FE0C33AFD83,2017-02-09 17:56,
36484407,454AD289-0311-45F3-A4CD-E9E5A1E90ADF,2017-02-09 17:55,103
36484416,EEA6479E-19B9-4A2A-9512-26F59230FCA8,2017-02-09 17:55,
36484422,B175DD46-436A-4B31-AC04-5948E12C9580,2017-02-09 17:55,103
36484433,069DAE51-7A15-4B81-ADB3-933F6244A385,2017-02-09 17:56,103
36484440,D7BDBAE0-35B4-4A75-B62D-46B38A57996E,2017-02-09 17:56,103
36484451,3D5BB5CB-7759-409A-AAEA-52D219E6A851,2017-02-09 17:57,103
36484456,76A9A1F4-5A35-46D9-BAFA-33F561E76074,2017-02-09 17:56,103
36484461,7876FA7A-AB09-40C0-92A6-E651D1EC35C7,2017-02-09 17:56,
36484472,F1F72A26-4965-4CC9-8A81-B92513736696,2017-02-09 17:57,
36484498,0DCE8263-A91E-45B6-86A7-0D6DA857CE6A,2017-02-09 17:58,103
36484502,D21AD815-3F55-4555-AEAD-90141F140DF8,2017-02-09 17:58,103
36484507,48776398-5338-42A1-95F8-1DD82740FA4B,2017-02-09 17:58,103
36484545,AAABB27D-3969-460D-8315-C0D0CCD84680,2017-02-09 17:59,103
36484565,751E7642-3F84-4F79-AB75-F7978B031045,2017-02-09 18:00,103
36484570,EFD4A31D-9D01-4CE5-8F7A-79876188CF11,2017-02-09 18:00,103
36484572,BC853E38-1655-4E18-B982-BEBA3BC59EFD,2017-02-09 18:00,
36484603,921C414F-B6B1-43DD-A84D-D8537B62BEC8,2017-02-09 18:01,103
36484610,07BDD518-66C7-487C-90A4-909327CE5AD3,2017-02-09 18:02,103
36484615,B8961D4A-2817-4927-BE47-66513DB64BAC,2017-02-09 18:02,103
36484628,86F7CDF2-EB97-484C-8F56-A34C950FF950,2017-02-09 18:02,103
36484633,F406C97E-0F99-44EC-B966-3839F4A14845,2017-02-09 18:02,
36484644,63A9FFDA-5CE9-4DB1-AAFD-441C01D61A96,2017-02-09 18:03,103
36484648,C3F512B6-6860-45EC-803A-3EAF71CD5C60,2017-02-09 18:04,103
36484656,D53F375D-03FD-4E54-9003-52AF2AD27732,2017-02-09 18:03,
36484658,30339CEF-939A-4B20-97AF-647DDB7DA5B0,2017-02-09 18:03,103
36484660,263DF26D-9C99-4CD7-B738-0A852DA4186A,2017-02-09 18:03,
36484663,21CD443D-E7B5-4288-BC6D-9424125DA386,2017-02-09 18:03,103
36484664,509AE700-C094-4C46-B0FF-93F666DBF9F5,2017-02-09 18:03,103
36484667,5FCD7FD5-BA0B-4CF5-AEAA-91D949FF3CA8,2017-02-09 18:04,103
36484670,826D28DC-4571-422F-93B7-5FE0C33AFD83,2017-02-09 18:04,
36484675,B2B30163-A34E-42DC-B9C0-B4DAE8A8499C,2017-02-09 18:05,
36484687,277ABA76-0C22-4813-923D-9CD622F78E15,2017-02-09 18:04,
36484693,C917DB1C-DE90-4387-A3C2-EB9C4B5D7782,2017-02-09 18:04,103
36484695,B69D5CCE-123A-4E9F-8374-4F5032E5BDD4,2017-02-09 18:05,103
36484704,364DA6C1-B145-4313-AE2E-44DBEAB5C025,2017-02-09 18:05,103
36484710,6DDCB972-9E15-4B43-94F2-BD3C22B80B9A,2017-02-09 18:05,103
36484716,C3F512B6-6860-45EC-803A-3EAF71CD5C60,2017-02-09 18:06,103
36484732,BC23D4FF-0B48-42E3-AB3A-27D6A653B246,2017-02-09 18:06,103
36484742,97665C1E-5CD1-49BB-99FE-1392AEAEAF88,2017-02-09 18:06,
36484754,B2B30163-A34E-42DC-B9C0-B4DAE8A8499C,2017-02-09 18:07,
36484759,1939577C-F6ED-46CB-A507-FDCBB30728FF,2017-02-09 18:07,103
36484761,4E46A88D-D850-4256-8724-BE848DA7EE67,2017-02-09 18:07,103
36484777,62BEE041-E2F8-46AB-998A-825A433224B8,2017-02-09 18:08,103
36484792,81C89409-BFA4-4741-ABF5-70CCFC3420CF,2017-02-09 18:10,103
36484821,7E64F669-3DCD-4A99-9C0E-0B59A423B79E,2017-02-09 18:09,
36484825,B3476B96-4F2A-4714-B24E-54D38FEB53CF,2017-02-09 18:10,103
36484879,461E3E9F-E295-4D6F-84BF-E0308351AD7A,2017-02-09 18:12,103
36484887,826D28DC-4571-422F-93B7-5FE0C33AFD83,2017-02-09 18:13,103
36484908,8CB33117-DF0E-4EC4-BD15-4932ABEF25AD,2017-02-09 18:13,103
36484912,5E6B0BE7-CB5A-474C-85BE-3BEC1D2796B8,2017-02-09 18:13,
36484916,19426E58-8D84-4CC8-BD3F-DB9974EE44BD,2017-02-09 18:13,
36484952,C93ED28D-FC02-468D-BDFE-C904A02D24BE,2017-02-09 18:15,103
36484956,7AE79A3C-6DEA-42E3-96F2-D25B65CC6B26,2017-02-09 18:15,
36484957,D5D27D3A-1595-4B10-A1BA-A216DC3BF0E1,2017-02-09 18:15,103
36484971,FC8B9ADA-EDAC-486B-B48B-FB5906329B0C,2017-02-09 18:15,103
36484985,6EC7004C-0783-49A8-90E9-C9FE6458FF14,2017-02-09 18:15,103
36484990,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,2017-02-09 18:16,
36484991,D64709E6-AA2E-485B-879B-622288CF0A4F,2017-02-09 18:16,103
36485010,F133B748-F648-44DA-931D-2E4C9BEC9C5D,2017-02-09 18:17,103
36485037,B6546C92-5709-4134-AD1A-4D2BB3887B59,2017-02-09 18:18,103
36485041,8D8D4FF9-189C-42B0-908A-C9EC9C7CCBC4,2017-02-09 18:18,
36485050,7F625043-C3EF-4F8D-89D7-E9E61E6BFC1B,2017-02-09 18:18,103
36485051,1939577C-F6ED-46CB-A507-FDCBB30728FF,2017-02-09 18:18,103
36485056,22513C78-15DD-4B9D-9169-C0FE4D62B0AA,2017-02-09 18:18,
36485068,75C9A63C-29E1-4711-B2C0-19162F3D81E7,2017-02-09 18:19,103
36485075,E363A014-FBA4-4CC2-9724-C8944CC81FDB,2017-02-09 18:19,
36485084,54B23D09-8C54-47C5-AEB9-91A6FA53FD71,2017-02-09 18:19,103
36485097,C1161F23-EF20-45B0-BA00-47F29AC65B86,2017-02-09 18:20,103
36485127,5CF44244-664E-409B-AB6D-6D7B04321F24,2017-02-09 18:21,103
36485129,1CFD5E24-4EDA-4F56-8B0D-58545753479E,2017-02-09 18:22,103
36485135,30339CEF-939A-4B20-97AF-647DDB7DA5B0,2017-02-09 18:21,103
36485144,534464D2-C517-4230-A747-F948160B5602,2017-02-09 18:21,
36485152,BC9FBFA6-8890-4F93-9F16-21912A027F4D,2017-02-09 18:21,103
36485155,849F0C6E-C09A-4737-A1DC-DDFA3E1A97B2,2017-02-09 18:22,103
36485158,E92B039C-5DA6-4BA7-B6DE-10E868CE2B15,2017-02-09 18:21,103
36485161,9D20A08D-7CD3-4A93-976F-0D061C6F8672,2017-02-09 18:22,103
36485165,F9C27F47-F521-4598-8883-0C0F8D73DE88,2017-02-09 18:22,103
36485169,E01B6A33-143A-46B9-91B5-5421A2811EC3,2017-02-09 18:22,103
36485178,D0240E73-DCA5-4030-9DF8-C7BACDB9F90A,2017-02-09 18:22,103
36485187,BC853E38-1655-4E18-B982-BEBA3BC59EFD,2017-02-09 18:23,
36485198,32F25F59-2EB9-4736-BFA5-C1F5589145FF,2017-02-09 18:23,
36485213,B25CEB57-1C5F-4513-B255-E04982842736,2017-02-09 18:23,
36485214,D4358F0F-4D11-4039-B286-BCCD3E9AF02E,2017-02-09 18:23,
36485222,5266796D-1F5F-482D-B81D-0CA84B1628CF,2017-02-09 18:24,103
36485224,319B3D66-EE0B-451E-8C4E-1ABE01138686,2017-02-09 18:24,103
36485235,64EAF6C4-38D8-4F8D-AC3B-94F030D06378,2017-02-09 18:24,103
36485236,D1D50B1C-EC9A-4E67-89C4-66D9D932016E,2017-02-09 18:24,
36485245,A7AAC2F7-EB34-4F10-812F-2D09F1D87BE9,2017-02-09 18:25,103
36485262,04BF3BCA-E1E0-4E72-B357-927109EEC23E,2017-02-09 18:25,103
36485263,8D8D4FF9-189C-42B0-908A-C9EC9C7CCBC4,2017-02-09 18:26,103
36485291,8E3F772B-48F6-4E15-912D-02635B4C3580,2017-02-09 18:26,103
36485331,D360B1FE-82C8-4C14-8441-6CFD650E4DCB,2017-02-09 18:28,103
36485334,3F467793-4815-4F15-BC9D-3B7B69BE2E52,2017-02-09 18:28,103
36485338,34CC7A34-1C22-46E0-98FB-DD6254A1218A,2017-02-09 18:28,103
36485353,179DE9B3-A9B0-4666-A55C-88CED7063BD8,2017-02-09 18:28,103
36485366,7C84688C-6559-4FF2-94B5-BEC4BCF86DA8,2017-02-09 18:29,103
36485374,E3E56789-5085-4816-85ED-B85D0553AA61,2017-02-09 18:29,103
36485377,3E358C40-E500-4F00-B6D0-3FB7B3F3DED0,2017-02-09 18:30,103
36485395,B2055D7D-2EE9-44D8-B2A8-34280ECCD32C,2017-02-09 18:30,103
36485399,7BCCAE2B-6147-4C63-A13A-6068B70B29CF,2017-02-09 18:30,103
36485401,37E3007D-A46C-4489-95D4-40524669CCAC,2017-02-09 18:30,103
36485402,91445D30-2CE0-49C3-B46D-54E7DA5AB4E0,2017-02-09 18:32,103
36485403,079E07AB-D6A5-4EAD-B003-9777808FB3C9,2017-02-09 18:31,103
36485404,4CC81341-D7B0-4053-9472-E4AE6C18D78A,2017-02-09 18:31,103
36485437,0E8547EE-0128-4809-A377-8609C3398B37,2017-02-09 18:32,103
36485439,1E28304B-2B47-4FBC-9630-52FAD1484E7F,2017-02-09 18:31,103
36485448,ECC2D66E-0C6B-4230-833C-2C19CF44539A,2017-02-09 18:32,103
36485456,D8DA06D8-8B10-43B5-A1B5-D2CD3B023137,2017-02-09 18:32,103
36485469,F82CD463-07F9-40CC-BA35-56586AA3DF7F,2017-02-09 18:33,103
36485472,CF6FD43A-403A-4602-88A2-807B20BBB2FC,2017-02-09 18:33,103
36485481,EC04349D-4FEB-4D2F-B227-E5BE58FA30DD,2017-02-09 18:33,
36485493,C0675EAB-06F9-4131-B877-609762E79F40,2017-02-09 18:33,103
36485501,7BCCAE2B-6147-4C63-A13A-6068B70B29CF,2017-02-09 18:34,103
36485504,B0C5B5FC-54CC-4A5C-908C-C7F15696DDF4,2017-02-09 18:34,103
36485510,6AE0367F-60A1-470D-BCC4-2A97572A6470,2017-02-09 18:34,103
36485511,830B302D-26F1-4120-A851-097ED26A84A0,2017-02-09 18:34,103
36485513,E56A303F-0783-4935-AC5A-332A19D37646,2017-02-09 18:34,103
36485519,A7E193DB-DCD0-4C50-ADB5-23165C329618,2017-02-09 18:34,103
36485524,69AD7845-9312-4654-BBAB-A99B22719312,2017-02-09 18:34,
36485525,6567164F-93D1-4BD1-87B9-CFA7B3E762D4,2017-02-09 18:35,103
36485532,D8C316C7-DF4C-4A77-A995-30288054F65F,2017-02-09 18:35,103
36485538,CCF90684-D1C0-436B-92D1-3111F8B53615,2017-02-09 18:35,103
36485539,002326C3-A6BA-498D-B4F8-8D1FAACFB4EB,2017-02-09 18:35,103
36485563,3674E576-7C62-4629-9685-0392F3975DF1,2017-02-09 18:36,103
36485565,CCF90684-D1C0-436B-92D1-3111F8B53615,2017-02-09 18:36,103
36485566,066F99BF-D1F2-47CF-B7B1-CDC059F2CF3D,2017-02-09 18:36,
36485591,52BCCB69-DC6E-4842-8E53-2AFC31F723EE,2017-02-09 18:37,103
36485601,3CDA2805-7202-4089-B46C-274A1B4DE7B5,2017-02-09 18:37,103
36485603,150FCDAD-6A73-4AFB-BEFE-4BDFD8396DD1,2017-02-09 18:37,103
36485609,B6D0DA51-8EF4-4171-AAF9-6A95FDE5E319,2017-02-09 18:38,103
36485610,BA12F8C8-E0F7-481F-9A07-5ED68E72D8FC,2017-02-09 18:38,
36485611,FC1FE966-D313-456C-9765-EEA6F5BF381B,2017-02-09 18:38,103
36485612,4A3AD403-7056-48FE-9BCA-5A35C60C44D4,2017-02-09 18:38,103
36485630,251ECEB5-B3A5-4010-AC98-6A1227C5D03A,2017-02-09 18:38,103
