Review_ID,member_id,book_id,review_rating
42,024C3288-4568-45F8-9ACA-AB1959E78E4D,161103285,5
43,024C3288-4568-45F8-9ACA-AB1959E78E4D,170100574,5
44,024C3288-4568-45F8-9ACA-AB1959E78E4D,170100576,2
45,024C3288-4568-45F8-9ACA-AB1959E78E4D,170104883,4
46,028773F7-4CB3-42CB-93B5-B7CA4C2D9C8C,131100762,5
47,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114149,4
48,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114150,4
49,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114151,4
50,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114152,4
51,02E30AF5-8AA3-4052-A5C5-1605DF381828,140600122,5
52,02E30AF5-8AA3-4052-A5C5-1605DF381828,150601763,4
53,02E30AF5-8AA3-4052-A5C5-1605DF381828,150800001,5
54,02E30AF5-8AA3-4052-A5C5-1605DF381828,150901380,5
55,02E30AF5-8AA3-4052-A5C5-1605DF381828,161205078,5
56,02E46CB2-C802-45F6-8625-4E1703DD13E9,170201127,5
57,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,160815067,5
58,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,161106044,5
59,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,170200676,1
60,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,170201690,5
61,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,170201692,1
62,02FAAA42-79BD-4617-8AE3-42BE8199BF2F,140702603,4
63,037F7C1A-AFAD-4D2B-A098-4DCE8036FEBB,150102782,4
64,037F7C1A-AFAD-4D2B-A098-4DCE8036FEBB,161205078,5
65,03887220-DE32-4F5A-AA84-122E2D536ADB,161205033,5
66,03E83E7A-93B9-479F-A167-3DA9FC344FB6,160213639,5
67,03E83E7A-93B9-479F-A167-3DA9FC344FB6,160213640,5
68,042E858F-C808-4D55-83DB-3BB58E7BC72D,120900123,4
69,042E858F-C808-4D55-83DB-3BB58E7BC72D,160306353,5
70,04337AA0-16F7-4F15-9FBE-E01A2AD181A2,110400239,3
71,04337AA0-16F7-4F15-9FBE-E01A2AD181A2,110400240,5
72,044FFB57-CEEB-4333-85C0-8C94DBB09D29,160602663,3
73,04505F94-D7BE-4A6A-B913-F26F288F5B4C,160703142,5
74,04505F94-D7BE-4A6A-B913-F26F288F5B4C,160903356,5
75,04558701-3637-4F22-BA89-4088AA306DEF,170201690,5
76,045DECCF-2780-49FB-A603-64B54EB6103E,170109008,5
77,048DE17D-A7F3-4E1A-B52A-40410DA00135,160604278,2
78,048DE17D-A7F3-4E1A-B52A-40410DA00135,160604279,2
79,049473A6-942E-4BB4-9B08-BCDEBC81CB51,151002988,5
80,049B5681-3B79-4BA9-B78E-C8786553BD50,160303792,5
81,04BF3BCA-E1E0-4E72-B357-927109EEC23E,170108218,5
82,053EB18E-B255-4BF0-A119-45F64540F60F,170201534,3
83,053EB18E-B255-4BF0-A119-45F64540F60F,170201690,5
84,05654119-1C07-463C-B8AF-00B6D0323D8B,110400240,4
85,058F6F42-6A18-425E-B0AE-A4542EC4D097,120702048,4
86,058F6F42-6A18-425E-B0AE-A4542EC4D097,160303792,5
87,058F6F42-6A18-425E-B0AE-A4542EC4D097,170201203,5
88,05A851CF-2019-472E-B5BA-26BC30185213,160601782,4
89,05A851CF-2019-472E-B5BA-26BC30185213,160815058,3
90,05A851CF-2019-472E-B5BA-26BC30185213,170200631,5
91,05A851CF-2019-472E-B5BA-26BC30185213,170202077,5
92,05B17690-9099-4CEF-AEC3-DF315B8FE3BC,161205078,4
93,05BBDA01-D422-4ECA-8999-0959FA335966,170105888,3
94,05BBDA01-D422-4ECA-8999-0959FA335966,170201831,4
95,05CB758C-1D11-4E4E-9D8A-31C6B0E74BBC,170108491,1
96,05CB758C-1D11-4E4E-9D8A-31C6B0E74BBC,170108492,5
97,05F4B3A8-2C8F-491F-8AE6-077840752583,160604067,5
98,061E3F51-9F6B-4257-91CA-95F051AC726C,140600122,4
99,061E3F51-9F6B-4257-91CA-95F051AC726C,170202072,5
100,0643F35D-E3D6-4E47-80AD-E003C7B90286,160305086,4
101,0643F35D-E3D6-4E47-80AD-E003C7B90286,170105888,3
102,064D5714-26F6-4D67-8B4F-AC7E9030EE06,150104412,5
103,066F99BF-D1F2-47CF-B7B1-CDC059F2CF3D,170108224,1
104,066F99BF-D1F2-47CF-B7B1-CDC059F2CF3D,170108225,2
105,066F99BF-D1F2-47CF-B7B1-CDC059F2CF3D,170108226,1
106,066F99BF-D1F2-47CF-B7B1-CDC059F2CF3D,170108227,5
107,06765C5E-A440-4D46-B4D9-4AC638AAD478,160904047,5
108,06765C5E-A440-4D46-B4D9-4AC638AAD478,160904049,5
109,06765C5E-A440-4D46-B4D9-4AC638AAD478,170201694,5
110,069DAE51-7A15-4B81-ADB3-933F6244A385,150601763,5
111,069DAE51-7A15-4B81-ADB3-933F6244A385,160303792,3
112,069DAE51-7A15-4B81-ADB3-933F6244A385,170201216,5
113,069DAE51-7A15-4B81-ADB3-933F6244A385,170201543,5
114,069DAE51-7A15-4B81-ADB3-933F6244A385,170201544,5
115,06A63E88-4AE5-41B0-9565-1E85219696A2,150503053,2
116,06B72478-3E47-48AD-AD33-03C636F3AD69,170108225,2
117,06C3B18D-AB70-4C3B-94FB-0EC8C9B4433A,140901561,4
118,06C3B18D-AB70-4C3B-94FB-0EC8C9B4433A,140901562,4
119,06D67BDF-510F-4157-836F-E3AAFA633EDE,160303792,5
120,06E24B21-AAF4-405F-80E1-0C307C01E19E,160703350,5
121,06FBE192-2CD7-4CF6-95E0-7393C333058A,170201694,4
122,0713D92C-9696-46AF-B0D8-2417789C064C,120300089,4
123,0713D92C-9696-46AF-B0D8-2417789C064C,120300090,4
124,07716ECE-F60B-476A-A938-30181CE51E1D,120800178,4
125,07716ECE-F60B-476A-A938-30181CE51E1D,141101004,4
126,07716ECE-F60B-476A-A938-30181CE51E1D,150601763,5
127,07716ECE-F60B-476A-A938-30181CE51E1D,150901380,5
128,0786814B-76E9-4D6E-B6D3-9184598030A9,170106363,3
129,079E07AB-D6A5-4EAD-B003-9777808FB3C9,160812646,5
130,079E07AB-D6A5-4EAD-B003-9777808FB3C9,170201696,5
131,07B0FEAA-5F5C-4D72-9A7C-7B1E78A70279,170108223,2
132,07B0FEAA-5F5C-4D72-9A7C-7B1E78A70279,170108224,1
133,07B0FEAA-5F5C-4D72-9A7C-7B1E78A70279,170108225,2
134,07B0FEAA-5F5C-4D72-9A7C-7B1E78A70279,170108226,1
135,07B394E3-47F6-4FF8-A0A9-095C1BDFA836,161202753,5
136,07BDD518-66C7-487C-90A4-909327CE5AD3,151102323,5
137,07D3D8D1-40BE-4D5A-990B-7250957E4AAD,170200626,2
138,07DAFD85-FFAD-4D3F-94D7-D0C33C5A5DFB,161200548,4
139,0814A2BC-5B77-4B9B-8320-C52149C630B7,140400691,4
140,086CDDDE-433F-4C3F-A79D-02965718BDC7,160812646,5
141,086CDDDE-433F-4C3F-A79D-02965718BDC7,170201694,4
142,086CDDDE-433F-4C3F-A79D-02965718BDC7,170201696,4
143,08714514-A3E1-4330-8359-62862401DB37,160101009,4
144,08714514-A3E1-4330-8359-62862401DB37,160101010,4
145,08714514-A3E1-4330-8359-62862401DB37,160101011,4
146,08798D10-22BE-426B-B901-0E731CE8D91C,120701501,5
147,08798D10-22BE-426B-B901-0E731CE8D91C,170201831,5
148,08949AB6-4E50-4E76-B8C6-1C740DE85236,170201831,5
149,08AA15E8-3AE9-4956-883D-97D93528DE02,170200631,5
150,08AA15E8-3AE9-4956-883D-97D93528DE02,170201831,5
151,093BDCE8-B318-411F-B8FB-613FED845230,170108218,5
152,095163E4-EF77-49F1-84CD-F872580D8F4C,140705770,5
153,095163E4-EF77-49F1-84CD-F872580D8F4C,140705772,4
154,095EB069-326A-45C4-B011-A6DC760F2146,170201831,5
155,097C4315-12D7-4EF7-9139-681AE6E3B20F,170201831,5
156,09A56141-7D86-41A5-AAB0-386DD0F4B5FD,130302159,4
157,09A56141-7D86-41A5-AAB0-386DD0F4B5FD,130400525,4
158,09ABD15F-9571-4BCC-9A19-D59B043CB08F,140600122,4
159,09ABD15F-9571-4BCC-9A19-D59B043CB08F,170201203,2
160,09AC655F-767E-456A-90BB-99BCE12880C1,160603891,1
161,09AC655F-767E-456A-90BB-99BCE12880C1,170107147,5
162,09AC655F-767E-456A-90BB-99BCE12880C1,170201694,5
163,09D42CF8-D693-497F-96F9-CA53A0B3DA2C,170201534,5
164,09D42CF8-D693-497F-96F9-CA53A0B3DA2C,170201696,5
165,09EDC197-5B76-437A-889C-2336146E0BE6,160303789,5
166,0A38ECD5-4115-4963-BCC5-7902892A328C,170201125,5
167,0A4C0E2D-DCFB-47D3-B133-79C4FAD43D59,160303792,5
168,0A4C0E2D-DCFB-47D3-B133-79C4FAD43D59,170108298,5
169,0A4C0E2D-DCFB-47D3-B133-79C4FAD43D59,170201831,5
170,0A8B6BAB-A47A-4CB8-8BCC-57B4751EDA13,170201694,5
171,0A9766FC-4ED6-4AAE-AD74-702FC6AB916E,170201127,5
172,0A987B98-470F-4337-9D11-B10C14FD4655,170201553,5
173,0A987B98-470F-4337-9D11-B10C14FD4655,170201554,5
174,0AA2C895-DD40-4A2C-8555-3F3D2DAD0651,170108496,5
175,0AA6697A-3A6E-43E4-88F1-BF2608542C69,A06090720,4
176,0AA6697A-3A6E-43E4-88F1-BF2608542C69,A06090721,4
177,0AAB9188-72C3-4B49-BAE1-D2B91FCE51E5,170108218,5
178,0ABA6E99-3AC0-487B-A6C8-CCB2B526A827,140306385,5
179,0AE9E504-75E4-4051-B170-301D3502EB3C,130502996,4
180,0AEEFC97-09F2-4C3F-A71C-B4D7DFF23B9E,140703090,4
181,0AFAE237-7FE0-4672-B03F-12B087A17B08,160812646,5
182,0B058915-1CCA-4BD9-9F49-F6FF97B5304F,131100762,5
183,0B5A8AB5-1052-4A8C-B7B9-3954FCD4583F,160303792,4
184,0B64ABC2-CCC5-4897-BA3E-8853D204B0D9,170201543,5
185,0B64ABC2-CCC5-4897-BA3E-8853D204B0D9,170201544,5
186,0B88D101-AD0D-43A9-AD54-63A5AEDBEF7A,140901474,4
187,0BD12972-FEA9-42A4-AD54-C3E8D7016A2B,140904414,5
188,0BD3C189-A6E6-4D77-B993-4B0AD977F8AA,170200676,4
189,0BD3C189-A6E6-4D77-B993-4B0AD977F8AA,170201127,5
190,0BD3C189-A6E6-4D77-B993-4B0AD977F8AA,170201694,5
191,0BE58347-0B21-4A72-BDDF-A5979D20F64A,140600122,4
192,0BE58347-0B21-4A72-BDDF-A5979D20F64A,140800408,4
193,0BE58347-0B21-4A72-BDDF-A5979D20F64A,160306367,5
194,0BEF3B54-4DCB-41EC-AB69-0530E3CD9F79,160500618,5
195,0C1670B2-F502-46C4-B1BB-813322BECF0F,170201921,5
196,0C1670B2-F502-46C4-B1BB-813322BECF0F,170202072,5
197,0C2BAF16-5EFA-4AC6-B9BE-1707BCF3284B,170201850,4
198,0C3326C3-D71E-4A83-ABF3-CB542A48D579,170201831,5
199,0C3E60AC-C194-440E-ACF2-636CD7B1C9C6,170108223,5
200,0C6A5CC8-6EEC-4418-8478-F37492CBADC8,161101695,3
201,0C6A5CC8-6EEC-4418-8478-F37492CBADC8,170201694,5
202,0CB62014-F38E-43C7-BF09-7473BBD98833,131200793,4
203,0CB62014-F38E-43C7-BF09-7473BBD98833,140230576,4
204,0CB62014-F38E-43C7-BF09-7473BBD98833,160303792,1
205,0CB62014-F38E-43C7-BF09-7473BBD98833,170201831,4
206,0CD3CFBA-37C7-49E5-AB73-B8288467C683,150604232,5
207,0CEADC63-4775-4D69-8778-1E6083F55129,160814789,5
208,0D0661F8-DFD9-45F2-9004-6898F3DB173A,170201694,5
209,0D0CBC11-DBFA-4CBA-8DEB-34D801E5150C,161205033,5
210,0D0F5F20-CE3B-4698-B829-EF61021CA67B,170108226,1
211,0D0F5F20-CE3B-4698-B829-EF61021CA67B,170108227,5
212,0D0F5F20-CE3B-4698-B829-EF61021CA67B,170108230,5
213,0D262C32-BFF9-4E28-B8BB-C094A3E1A09F,151209730,5
214,0D2CC2AD-A45F-4146-8F35-A132009E08AC,130701327,4
215,0D2CC2AD-A45F-4146-8F35-A132009E08AC,160903860,5
216,0D301DC6-78E2-4214-903B-160D2E56DA88,161102706,5
217,0D916882-3161-4FED-872A-2405E074FECA,160101007,1
218,0D9FDE8D-53F6-4606-9537-CAB68A91DC74,161108495,5
219,0D9FDE8D-53F6-4606-9537-CAB68A91DC74,170200740,2
220,0D9FDE8D-53F6-4606-9537-CAB68A91DC74,170200741,5
221,0DA26E9E-75FE-40D6-A516-CBA72453188B,110100050,4
222,0DCE8263-A91E-45B6-86A7-0D6DA857CE6A,170201831,5
223,0DDF1AA7-5B74-4966-B549-FA8B8E0FD4C9,170201831,4
224,0DDF1AA7-5B74-4966-B549-FA8B8E0FD4C9,170201853,5
225,0DE2F5B0-6437-4623-B13A-5FE288BFFC52,140114156,1
226,0DE2F5B0-6437-4623-B13A-5FE288BFFC52,140114157,1
227,0DFE03EA-EB34-49D6-8D48-FC97C02B9BFD,120901045,5
228,0DFE03EA-EB34-49D6-8D48-FC97C02B9BFD,120901046,5
229,0DFE03EA-EB34-49D6-8D48-FC97C02B9BFD,120901047,5
230,0DFE03EA-EB34-49D6-8D48-FC97C02B9BFD,120901048,5
231,0DFE03EA-EB34-49D6-8D48-FC97C02B9BFD,120901049,5
232,0DFE03EA-EB34-49D6-8D48-FC97C02B9BFD,120901050,5
233,0E0F7BF8-3599-4EED-8915-DE3FA72CDB21,151001780,4
234,0E0F7BF8-3599-4EED-8915-DE3FA72CDB21,151001781,4
235,0E0F7BF8-3599-4EED-8915-DE3FA72CDB21,151001782,4
236,0E0F7BF8-3599-4EED-8915-DE3FA72CDB21,151001783,4
237,0E0F7BF8-3599-4EED-8915-DE3FA72CDB21,151001784,5
238,0E0F7BF8-3599-4EED-8915-DE3FA72CDB21,161002777,5
239,0E0F7BF8-3599-4EED-8915-DE3FA72CDB21,161200554,5
240,0E0F7BF8-3599-4EED-8915-DE3FA72CDB21,170201594,5
241,0E3B9E0B-5CD4-4716-84A2-FDD3A30F732F,160102265,5
242,0E3B9E0B-5CD4-4716-84A2-FDD3A30F732F,170200448,4
243,0E4061E5-16E1-49F9-B65F-F949F8BA50E7,170104803,3
244,0E44F446-7F0B-4E2C-A564-3E6D27D52490,150200580,3
245,0E6C3EBD-50A4-4BA2-A6FE-31F0DCCDA0FF,161205033,5
246,0E713851-B0A8-4E1D-8F60-C5C8A9885512,170201921,5
247,0E713851-B0A8-4E1D-8F60-C5C8A9885512,170202072,5
248,0E7E6513-ED34-488D-AC55-958F3186F75B,170201539,2
249,0E8547EE-0128-4809-A377-8609C3398B37,160812646,5
250,0E8547EE-0128-4809-A377-8609C3398B37,170201193,5
251,0E8722A2-3B3A-4C21-9867-977098D10AA4,161203371,5
252,0EDC7422-2445-4C9C-AD58-4035D414DA76,160604186,5
253,0EDC7422-2445-4C9C-AD58-4035D414DA76,170200740,5
254,0EE7D6FB-8D8E-4C69-A365-186D39566DAB,140904326,4
255,0EE7D6FB-8D8E-4C69-A365-186D39566DAB,141003560,4
256,0EE7D6FB-8D8E-4C69-A365-186D39566DAB,141008372,4
257,0EE98AC9-D138-438D-889F-B266199F4704,170102096,1
258,0EE98AC9-D138-438D-889F-B266199F4704,170102103,5
259,0EF2AB02-F8A8-427F-99C9-9A1985F28AD5,170108495,5
260,0F227397-D8DF-40F5-8C1F-CDBF02CB8242,161108491,5
261,0F2B6A48-AC29-4990-9BBB-C0FBD1C16FAA,150403676,5
262,0F2B6A48-AC29-4990-9BBB-C0FBD1C16FAA,150403677,5
263,0F49D36D-0046-40CB-8422-E69DCEC401EA,170201694,5
264,0F4FA30B-37D1-474E-809F-926857C47A73,140114156,1
265,0F4FA30B-37D1-474E-809F-926857C47A73,140114157,1
266,0F4FA30B-37D1-474E-809F-926857C47A73,140114161,5
267,0F76D871-0A9C-46A2-B838-6B00816866FC,120601838,4
268,0F76D871-0A9C-46A2-B838-6B00816866FC,130901853,4
269,10065848-753A-438E-A588-350B09D5FD6F,140114152,4
270,1054E857-0B4F-4072-883C-534AFDE6F792,160812646,5
271,1054E857-0B4F-4072-883C-534AFDE6F792,170201127,5
272,1073AAE5-7AAF-4E18-92A4-80B6C1B30C8E,170108230,5
273,10ADEBC9-4647-4B4D-9EDD-3F8ADAC15B12,170201694,5
274,10C14769-375D-41D7-9ED0-5A0647A10E0C,150200580,3
275,10D4720E-ED09-4D22-A75E-306045800B29,151104073,5
276,10D5381B-46C1-43E0-8CF2-872B8EF82F95,161205033,5
277,10F270CD-DD8D-4EB3-94CA-EEA574B3CDB1,140503128,5
278,10F270CD-DD8D-4EB3-94CA-EEA574B3CDB1,170201831,5
279,10FAE12A-AEFE-4678-A50E-10E0D32227D0,170201203,5
280,11112AEB-32AB-4C91-8EE2-7716683F58A0,160303792,5
281,112229E2-F0CE-4654-A35E-B4BD03962BDB,170108221,5
282,112229E2-F0CE-4654-A35E-B4BD03962BDB,170201563,2
283,112229E2-F0CE-4654-A35E-B4BD03962BDB,170201645,1
284,114302F3-DDBE-4D06-B2BF-B020D0A6FDA0,120200371,4
285,11696187-D1D3-4A35-B2F2-F1F9012482C0,160303792,4
286,11696187-D1D3-4A35-B2F2-F1F9012482C0,170201192,5
287,11696187-D1D3-4A35-B2F2-F1F9012482C0,170201593,3
288,118150B1-A008-48F2-A6CB-1420905CB05F,160700206,5
289,118150B1-A008-48F2-A6CB-1420905CB05F,160903370,4
290,118150B1-A008-48F2-A6CB-1420905CB05F,161104334,5
291,118150B1-A008-48F2-A6CB-1420905CB05F,161104335,5
292,118150B1-A008-48F2-A6CB-1420905CB05F,161200545,5
293,118150B1-A008-48F2-A6CB-1420905CB05F,170201895,5
294,1193E896-6646-48D0-9B7F-FA7E580DA24D,140702747,4
295,1193E896-6646-48D0-9B7F-FA7E580DA24D,140702748,4
296,1193E896-6646-48D0-9B7F-FA7E580DA24D,140702749,5
297,1193E896-6646-48D0-9B7F-FA7E580DA24D,140702750,4
298,1193E896-6646-48D0-9B7F-FA7E580DA24D,140702751,4
299,1193E896-6646-48D0-9B7F-FA7E580DA24D,140702752,4
300,1193E896-6646-48D0-9B7F-FA7E580DA24D,140702753,4
301,119A83B2-8268-43B8-8460-51EA041AFC2F,161108491,5
302,11C0A969-1D9D-4A91-BF85-FA64343F16AB,170201203,5
303,11C35BDD-19CF-4931-98FC-503CCEBC2795,161108516,5
304,11C35BDD-19CF-4931-98FC-503CCEBC2795,170201831,5
305,11FFC570-74E7-44CB-987E-6B20D2F5CE3A,160303789,5
306,11FFC570-74E7-44CB-987E-6B20D2F5CE3A,170200118,5
307,12338170-3DF7-435C-BB0A-318E07355BDA,170107656,1
308,126068CB-6751-48F3-9262-FD8618A27758,160210619,5
309,126068CB-6751-48F3-9262-FD8618A27758,160602385,5
310,126148B3-55D3-41DE-A205-40D98E2B0AC4,170200626,5
311,1264C2E9-7F6B-462D-90C1-AC14C5E019D2,160303792,5
312,1264C2E9-7F6B-462D-90C1-AC14C5E019D2,170201216,5
313,128953A1-98AB-49E7-828E-AD7BC639DBF9,160303792,5
314,128DD50F-D107-4034-9D57-A5FA4B751BB5,170201831,4
315,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,160702264,5
316,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,160702265,4
317,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,160702270,5
318,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,160702271,5
319,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,161101436,4
320,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,161101437,5
321,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,161101438,5
322,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,170108301,4
323,12C167F9-939B-429E-8C1D-13FEBE11126A,170201153,5
324,12C167F9-939B-429E-8C1D-13FEBE11126A,170201216,5
325,12CA662D-002B-43FF-B7A5-C4FB67B27B34,130801235,5
326,12CA662D-002B-43FF-B7A5-C4FB67B27B34,151103366,5
327,12CA662D-002B-43FF-B7A5-C4FB67B27B34,170201831,5
328,12CBCF6A-4C7A-410F-9782-8AD7067C0680,170201216,5
329,12CBCF6A-4C7A-410F-9782-8AD7067C0680,170201831,5
330,12D696BB-CA42-4664-B3F7-521A45A8A81E,141100585,4
331,12D696BB-CA42-4664-B3F7-521A45A8A81E,141100586,4
332,12D696BB-CA42-4664-B3F7-521A45A8A81E,141100587,4
333,12D696BB-CA42-4664-B3F7-521A45A8A81E,160306593,3
334,132CA0A8-3D4A-4611-B616-96B5E8C098D6,170101798,5
335,132CA0A8-3D4A-4611-B616-96B5E8C098D6,170200848,3
336,132CA0A8-3D4A-4611-B616-96B5E8C098D6,170200850,5
337,132CA0A8-3D4A-4611-B616-96B5E8C098D6,170201563,1
338,132CA0A8-3D4A-4611-B616-96B5E8C098D6,170201637,5
339,1335BBEC-56FF-40CF-AD17-0985243DAEC8,140703067,4
340,135D65D7-0A01-4D4B-99FA-93F1955961A4,161000639,5
341,13AC68EB-B040-45AB-9D43-384CF1DEF6F7,131003158,4
342,13AC68EB-B040-45AB-9D43-384CF1DEF6F7,170201531,1
343,13B82F87-BB07-41B7-B7F4-6EE338AE910D,120700305,3
344,13F32C9C-2A20-43FB-87D4-D0A1F04AD67D,170201216,5
345,13F7F098-639E-442A-AB1B-57F1DBD16EC5,111000241,5
346,1413AAF6-FC2F-4CF7-B7FF-0E6790EAB7E1,140306385,5
347,1413AAF6-FC2F-4CF7-B7FF-0E6790EAB7E1,140306386,5
348,1413AAF6-FC2F-4CF7-B7FF-0E6790EAB7E1,170201127,5
349,14533BA3-07A4-456D-A0F3-85B53F1DF5AC,170108416,5
350,14533BA3-07A4-456D-A0F3-85B53F1DF5AC,170108417,5
351,1454047A-E993-4B78-B915-47D8454DC42D,110600434,4
352,1477255C-6478-4C51-9909-B9EFEA35CA1B,170200631,5
353,1477255C-6478-4C51-9909-B9EFEA35CA1B,170201203,5
354,147FB395-37CF-4667-8FC4-C8B1E740C209,140114147,4
355,147FB395-37CF-4667-8FC4-C8B1E740C209,140114148,4
356,147FB395-37CF-4667-8FC4-C8B1E740C209,140114149,4
357,147FB395-37CF-4667-8FC4-C8B1E740C209,140114150,4
358,14A8C702-5AD7-4E96-9BBF-D89E38EAAB6D,170201696,5
359,14C96A2B-25A6-41FE-BBDA-1C27E0181699,170201694,5
360,1524E643-3943-4A3A-8584-B2FFE76B104B,140114149,4
361,1524E643-3943-4A3A-8584-B2FFE76B104B,140114150,4
362,1581DF85-6DAA-4BC4-B717-8CEC1D662DD2,161202844,5
363,1595EB62-6189-405E-8F0B-A6800A0E6BAE,150901380,5
364,15A0002E-9777-4133-81DD-DF8AD6BBC291,131100762,5
365,15CC6AA1-3359-4D80-B821-34BEB5C96D95,160117412,4
366,15CC6AA1-3359-4D80-B821-34BEB5C96D95,160117413,5
367,15CC6AA1-3359-4D80-B821-34BEB5C96D95,170201916,5
368,15E6A39F-DFCB-496A-81F7-560CA4BCC9B2,160303792,5
369,15E6A39F-DFCB-496A-81F7-560CA4BCC9B2,170201542,5
370,15E6A39F-DFCB-496A-81F7-560CA4BCC9B2,170201543,2
371,15E6A39F-DFCB-496A-81F7-560CA4BCC9B2,170201544,5
372,1600506B-3477-4918-9F58-6D41E10D179A,170109419,5
373,1600506B-3477-4918-9F58-6D41E10D179A,170200626,4
374,1617E514-0235-4F05-8E63-21D3BD6E5265,161108349,5
375,1617E514-0235-4F05-8E63-21D3BD6E5265,161108355,5
376,1631D355-6B81-4D6E-8C3D-8F6D8DD2C097,170201216,5
377,16367E0A-0F8F-4C66-B469-469B2EFA9AF5,161200194,5
378,168F15D6-4504-47AC-8B79-DF731F73E2B2,160812356,5
379,16BA4298-ACCD-469B-B390-5E870EC2E320,161208160,5
380,16BA4298-ACCD-469B-B390-5E870EC2E320,170201916,5
381,16CC14EF-49C2-4E09-AA36-C7F8131690EC,160303792,5
382,16CC14EF-49C2-4E09-AA36-C7F8131690EC,170201831,5
383,16CE37F0-2562-491D-8960-A5D960915EF5,170201831,5
384,16FE2FBB-CCD5-43AD-B4E4-7DB3B19ADDDC,170104890,4
385,16FE2FBB-CCD5-43AD-B4E4-7DB3B19ADDDC,170201127,2
386,172A2C3A-C197-4726-B169-AA561EDC3443,140503592,4
387,172A2C3A-C197-4726-B169-AA561EDC3443,140503593,4
388,172A2C3A-C197-4726-B169-AA561EDC3443,140503594,4
389,1732AE84-5757-4FA5-B5B8-D38B448D274B,160303789,5
390,1737003F-32C1-44D5-A3B4-F5331D03981B,170201542,5
391,1737003F-32C1-44D5-A3B4-F5331D03981B,170201543,4
