book_id,bookgenre,booksalesprice,date_on_market,author_id,publisherid
100502,0,0,12/26/2009,175,169
100503,0,0,12/26/2009,176,170
100509,0,0,12/26/2009,178,171
100512,0,0,12/26/2009,179,172
100513,0,0,12/26/2009,180,173
100516,0,0,12/27/2009,181,174
100518,0,0,12/27/2009,182,175
100520,0,0,12/27/2009,183,176
100521,0,0,12/27/2009,184,177
100522,0,0,12/27/2009,185,178
100526,0,0,12/27/2009,186,179
100529,0,0,12/27/2009,188,180
100536,0,0,12/27/2009,189,181
100541,0,0,12/27/2009,190,182
100543,0,0,12/27/2009,191,183
100545,0,0,12/27/2009,192,184
100546,0,0,12/27/2009,193,185
100549,0,0,12/27/2009,194,186
100552,0,0,12/27/2009,195,187
100558,0,0,12/27/2009,196,188
100560,0,0,12/27/2009,197,189
100562,0,0,12/27/2009,198,190
100563,0,0,12/27/2009,199,191
100565,0,0,12/28/2009,200,192
100566,0,0,12/28/2009,201,193
100569,0,0,12/28/2009,202,194
100570,0,0,12/28/2009,203,195
100583,0,0,12/28/2009,204,196
100585,0,0,12/28/2009,205,197
100586,0,0,12/28/2009,206,198
100587,0,0,12/28/2009,207,199
100589,0,0,12/28/2009,208,200
100590,0,0,12/28/2009,209,201
100592,0,0,12/28/2009,210,202
100597,0,0,12/28/2009,211,203
100599,0,0,12/28/2009,212,204
100608,0,0,12/28/2009,213,205
100611,0,0,12/28/2009,214,206
100612,0,0,12/28/2009,215,207
100616,0,0,12/29/2009,216,208
100618,0,0,12/29/2009,217,209
100619,0,0,12/29/2009,218,210
100620,0,0,12/29/2009,219,211
100623,0,0,12/29/2009,220,212
100625,0,0,12/29/2009,221,213
100627,0,0,12/29/2009,222,214
100628,0,0,5/18/2009,223,215
100634,0,0,12/29/2009,224,216
100642,0,0,12/29/2009,225,217
100645,0,0,12/29/2009,226,218
100647,0,0,12/29/2009,227,219
100650,0,0,12/29/2009,228,220
100652,0,0,12/29/2009,229,221
100655,0,0,12/29/2009,230,222
100661,0,0,12/29/2009,231,223
100667,0,0,12/30/2009,232,224
100668,0,0,12/30/2009,233,225
100683,0,0,5/13/2009,234,226
100684,0,0,12/30/2009,235,227
100685,0,0,12/30/2009,236,228
100688,0,0,12/30/2009,237,229
100690,0,0,12/30/2009,238,230
100692,0,0,12/30/2009,239,231
200001,3,0,5/11/2009,240,232
200002,3,0,5/11/2009,241,233
200004,3,0,5/11/2009,242,234
200012,3,0,5/11/2009,243,235
200015,3,0,5/11/2009,244,236
200016,3,0,5/11/2009,245,237
200023,3,0,5/11/2009,246,238
200027,3,0,5/11/2009,247,239
200028,3,0,5/11/2009,248,240
200029,3,0,5/11/2009,249,241
200030,3,0,5/11/2009,250,242
200031,3,0,5/11/2009,251,243
200033,3,0,5/11/2009,252,244
200034,3,0,5/11/2009,253,245
200036,3,0,5/11/2009,254,246
200039,3,0,5/11/2009,255,247
200042,3,0,5/11/2009,257,248
200043,3,0,5/11/2009,258,249
200047,3,0,5/11/2009,259,250
200048,3,0,5/11/2009,260,251
200049,3,0,5/11/2009,261,252
200051,3,0,5/11/2009,262,253
200053,3,0,5/11/2009,263,254
200061,3,0,5/11/2009,264,255
200068,3,0,5/11/2009,266,256
200070,3,0,5/11/2009,267,257
200072,0,0,5/11/2009,268,258
200073,0,0,5/11/2009,269,259
200075,0,0,5/11/2009,270,260
200076,0,0,5/11/2009,271,261
200079,0,0,5/11/2009,272,262
200088,0,0,5/11/2009,273,263
200093,0,0,5/11/2009,274,264
200099,0,0,5/11/2009,275,265
200102,0,0,5/11/2009,276,266
200104,0,0,5/11/2009,277,267
200105,0,0,5/11/2009,278,268
200106,0,0,5/11/2009,279,269
200108,0,0,5/11/2009,280,270
200110,0,0,5/11/2009,281,271
200113,0,0,5/11/2009,282,272
200114,0,0,5/11/2009,283,273
200117,0,0,5/11/2009,284,274
200122,0,0,5/11/2009,285,275
200126,0,0,5/11/2009,286,276
200127,0,0,5/11/2009,287,277
200129,0,0,5/11/2009,288,278
200137,0,0,5/11/2009,289,279
200139,0,0,5/11/2009,290,280
200141,0,0,5/11/2009,291,281
200144,0,0,5/11/2009,292,282
200145,0,0,5/11/2009,293,283
200150,0,0,5/11/2009,294,284
200151,0,0,5/11/2009,295,285
200152,0,0,5/11/2009,296,286
200153,0,0,5/11/2009,297,287
200154,0,0,5/11/2009,298,288
200159,0,0,5/11/2009,299,289
200160,0,0,5/11/2009,300,290
200163,0,0,5/11/2009,301,291
200166,0,0,5/11/2009,302,292
200173,0,0,5/11/2009,303,293
200175,0,0,5/11/2009,304,294
200176,0,0,5/11/2009,305,295
200178,0,0,5/11/2009,306,296
200179,0,0,5/11/2009,307,297
200182,0,0,5/11/2009,308,298
200190,0,0,5/11/2009,309,299
200193,0,0,5/11/2009,310,300
200198,0,0,5/11/2009,311,301
200200,0,0,5/11/2009,312,302
200203,0,0,5/11/2009,313,303
200205,0,0,5/11/2009,314,304
200209,0,0,5/11/2009,315,305
200210,0,0,5/11/2009,316,306
200212,0,0,5/11/2009,317,307
200214,0,0,5/11/2009,318,308
200216,0,0,5/11/2009,319,309
200217,0,0,5/11/2009,320,310
200225,0,0,5/11/2009,321,311
200228,0,0,5/11/2009,322,312
200229,0,0,5/11/2009,323,313
200232,0,0,5/11/2009,324,314
200244,0,0,5/11/2009,325,315
200247,0,0,5/11/2009,326,316
200248,0,0,5/11/2009,327,317
200249,0,0,5/11/2009,328,318
200250,0,0,5/11/2009,329,319
200251,0,0,5/11/2009,330,320
200253,0,0,5/11/2009,331,321
200256,0,0,5/11/2009,332,322
200259,0,0,5/11/2009,333,323
200261,0,0,5/11/2009,334,324
200262,0,0,5/11/2009,335,325
200264,0,0,5/11/2009,336,326
200265,0,0,5/11/2009,337,327
200266,0,0,5/11/2009,338,328
200270,0,0,5/11/2009,339,329
200272,0,0,5/11/2009,340,330
200274,0,0,5/11/2009,341,331
200275,0,0,5/11/2009,342,332
200276,0,0,5/11/2009,343,333
200277,0,0,5/11/2009,344,334
200279,0,0,5/11/2009,345,335
200280,0,0,5/11/2009,346,336
200284,0,0,5/11/2009,347,337
200288,0,0,5/11/2009,348,338
200293,0,0,5/11/2009,349,339
200294,0,0,5/11/2009,350,340
200295,0,0,5/11/2009,351,341
200300,0,0,5/11/2009,352,342
200301,0,0,5/11/2009,353,343
200313,0,0,5/11/2009,354,344
200321,0,0,5/11/2009,355,345
200323,0,0,5/11/2009,356,346
200328,0,0,5/11/2009,357,347
200332,0,0,5/11/2009,358,348
200334,0,0,5/11/2009,359,349
200335,0,0,5/11/2009,360,350
200339,0,0,5/11/2009,361,351
200341,0,0,5/11/2009,362,352
200345,0,0,5/11/2009,363,353
200346,0,0,5/11/2009,364,354
200354,0,0,5/11/2009,365,355
200356,0,0,5/11/2009,366,356
200358,0,0,5/11/2009,367,357
200359,0,0,5/11/2009,368,358
200362,0,0,5/11/2009,369,359
200363,0,0,5/11/2009,370,360
200367,0,0,5/11/2009,371,361
200369,0,0,5/11/2009,372,362
200371,0,0,5/11/2009,373,363
200373,0,0,5/11/2009,374,364
200374,0,0,5/11/2009,375,365
200377,0,0,5/11/2009,376,366
200380,0,0,5/11/2009,377,367
200382,0,0,5/11/2009,378,368
200384,0,0,5/11/2009,379,369
200388,0,0,5/11/2009,380,370
200389,0,0,5/11/2009,381,371
200391,0,0,5/11/2009,382,372
200392,0,0,5/11/2009,383,373
200394,0,0,5/11/2009,384,374
200395,0,0,5/11/2009,385,375
200397,0,0,5/11/2009,386,376
200398,0,0,5/11/2009,387,377
200399,0,0,5/11/2009,388,378
200401,0,0,5/11/2009,389,379
200402,0,0,5/11/2009,390,380
200414,0,0,5/11/2009,392,381
200417,0,0,5/11/2009,393,382
200418,0,0,5/11/2009,394,383
200422,0,0,5/11/2009,395,384
200425,0,0,5/11/2009,396,385
200429,0,0,5/11/2009,397,386
200430,0,0,5/11/2009,398,387
200432,0,0,5/11/2009,399,388
200435,0,0,5/11/2009,400,389
200437,0,0,5/11/2009,401,390
200439,0,0,5/11/2009,402,391
200443,0,0,5/11/2009,403,392
200446,0,0,5/11/2009,404,393
200447,0,0,5/11/2009,405,394
200454,0,0,5/11/2009,406,395
200464,0,0,5/11/2009,407,396
200474,0,0,5/11/2009,408,397
200478,0,0,5/11/2009,409,398
200485,0,0,5/11/2009,410,399
200487,0,0,5/11/2009,411,400
200496,0,0,5/11/2009,412,401
200503,0,0,5/11/2009,413,402
200507,0,0,5/11/2009,414,403
200508,0,0,5/11/2009,415,404
200510,0,0,5/11/2009,416,405
200514,0,0,5/11/2009,417,406
200519,0,0,5/11/2009,418,407
200521,0,0,5/11/2009,419,408
200522,0,0,5/11/2009,420,409
200523,0,0,5/11/2009,421,410
200524,0,0,5/11/2009,422,411
200525,0,0,5/11/2009,423,412
200527,0,0,5/11/2009,424,413
200528,0,0,5/11/2009,425,414
200532,0,0,5/11/2009,426,415
200539,0,0,5/11/2009,427,416
200540,0,0,5/11/2009,428,417
200542,0,0,5/11/2009,429,418
200543,0,0,5/11/2009,430,419
200545,0,0,5/11/2009,431,420
200547,0,0,5/11/2009,432,421
200552,0,0,5/11/2009,433,422
200557,0,0,5/11/2009,434,423
200562,0,0,5/11/2009,435,424
200567,0,0,5/11/2009,436,425
200571,0,0,5/11/2009,437,426
200579,0,0,5/11/2009,438,427
200580,0,0,5/11/2009,439,428
200584,0,0,5/11/2009,440,429
200587,0,0,5/11/2009,441,430
200592,0,0,5/11/2009,442,431
200597,0,0,5/11/2009,443,432
200599,0,0,5/11/2009,444,433
200601,0,0,5/11/2009,445,434
200602,0,0,5/11/2009,446,435
200604,0,0,5/11/2009,447,436
200605,0,0,5/11/2009,448,437
200607,0,0,5/11/2009,449,438
200612,0,0,5/11/2009,450,439
200624,0,0,5/11/2009,451,440
200628,0,0,5/11/2009,452,441
200629,0,0,5/11/2009,453,442
200635,0,0,5/11/2009,454,443
200638,0,0,5/11/2009,455,444
200639,0,0,5/11/2009,456,445
200646,0,0,5/11/2009,457,446
200647,0,0,5/11/2009,458,447
200648,0,0,5/11/2009,459,448
200652,0,0,5/11/2009,460,449
200653,0,0,5/11/2009,461,450
200659,0,0,5/11/2009,462,451
200663,0,0,5/11/2009,463,452
200665,0,0,5/11/2009,464,453
200668,0,0,5/11/2009,465,454
200669,0,0,5/11/2009,466,455
200672,0,0,5/11/2009,467,456
200673,0,0,5/11/2009,468,457
200674,0,0,5/11/2009,469,458
200675,0,0,5/11/2009,470,459
200677,0,0,5/11/2009,471,460
200681,0,0,5/11/2009,472,461
200683,0,0,5/11/2009,473,462
200685,0,0,5/11/2009,474,463
200694,0,0,5/11/2009,475,464
200697,0,0,5/11/2009,476,465
200698,0,0,5/11/2009,477,466
90300001,11,4,9/1/2008,478,467
90300004,11,4.5,9/1/2008,480,468
90300006,10,4.5,9/1/2008,481,469
90300009,10,4.5,9/1/2008,482,470
90300014,10,4.5,9/1/2008,483,471
90300016,10,4.5,9/1/2008,484,472
90300019,10,4.5,9/1/2008,485,473
90300021,11,4,9/1/2008,486,474
90300031,11,4,9/1/2008,488,475
90300041,11,4,9/1/2008,490,476
90300045,11,4,9/1/2008,491,477
90300048,11,4,9/1/2008,492,478
90300049,10,4,9/1/2008,493,479
90300050,10,4,9/1/2008,494,480
90300060,11,3.5,9/1/2008,495,481
90300061,11,3.5,9/1/2008,496,482
90300063,11,3.5,9/1/2008,497,483
90300065,11,3.5,9/1/2008,498,484
90300066,11,3.5,9/1/2008,499,485
90300071,11,3.5,9/1/2008,500,486
90300072,11,3.5,9/1/2008,501,487
90300075,10,3.5,9/1/2008,502,488
90300077,10,3.5,9/1/2008,503,489
90300082,10,3.5,9/1/2008,504,490
90300087,10,3.5,9/1/2008,505,491
90300088,10,3.5,9/1/2008,506,492
90300093,11,4,9/1/2008,507,493
90300096,11,4,9/1/2008,508,494
90300097,11,4,9/1/2008,509,495
90300098,11,4,9/1/2008,510,496
90300102,11,4,9/1/2008,511,497
90300103,11,4,9/1/2008,512,498
90300108,11,4,9/1/2008,513,499
90300109,11,4,9/1/2008,514,500
90300112,11,4,9/1/2008,515,501
90300118,10,4,9/1/2008,516,502
90300119,10,4,9/1/2008,517,503
90300120,10,4,9/1/2008,518,504
90300122,10,4,9/1/2008,519,505
90300123,10,4,9/1/2008,520,506
90300125,10,4,9/1/2008,521,507
90300129,10,4,9/1/2008,522,508
90300130,10,4,9/1/2008,523,509
90300133,10,4,9/1/2008,524,510
90300136,10,4,9/1/2008,525,511
90300142,11,4,9/1/2008,526,512
90300143,10,4,9/1/2008,527,513
90300146,11,4,9/1/2008,528,514
90300149,10,4,9/1/2008,529,515
90300150,10,4,9/1/2008,530,516
90300151,11,4,9/1/2008,531,517
90300154,10,4,9/1/2008,532,518
90300155,10,4,9/1/2008,533,519
90300158,11,2,9/1/2008,534,520
90300162,11,2,9/1/2008,535,521
90300164,11,2,9/1/2008,536,522
90300169,11,2,9/1/2008,537,523
90300172,11,2,9/1/2008,538,524
90300177,11,2,9/1/2008,539,525
90300180,11,2,9/1/2008,540,526
90300185,11,2,9/1/2008,541,527
90300189,11,2,9/1/2008,542,528
90300190,11,2,9/1/2008,543,529
90300192,11,2,9/1/2008,544,530
90300194,11,2,9/1/2008,545,531
90300196,11,2,9/1/2008,546,532
90300201,11,2,9/1/2008,547,533
90300202,11,2,9/1/2008,548,534
90300206,11,2,9/1/2008,549,535
90300208,11,2,9/1/2008,550,536
90300209,11,2,9/1/2008,551,537
90300211,11,2,9/1/2008,552,538
90300220,11,2,9/1/2008,553,539
90300221,11,2,9/1/2008,554,540
90300224,10,2,9/1/2008,555,541
90300228,10,2,9/1/2008,556,542
90300233,10,2,9/1/2008,557,543
90300236,10,2,9/1/2008,558,544
90300237,10,2,9/1/2008,559,545
90300239,10,2,9/1/2008,560,546
90300240,10,2,9/1/2008,561,547
90300249,10,2,9/1/2008,562,548
90300252,10,2,9/1/2008,563,549
90300254,10,2,9/1/2008,564,550
90300255,10,2,9/1/2008,565,551
90300262,10,4,9/1/2008,566,552
90300263,10,4,9/1/2008,567,553
90300271,10,4,9/1/2008,569,554
90300274,10,4,9/1/2008,570,555
90300278,10,4,9/1/2008,571,556
90300279,10,4,9/1/2008,572,557
90300282,10,4,9/1/2008,574,558
90300296,11,40,10/1/2008,575,559
90300298,11,40,10/1/2008,576,560
90300299,11,40,10/1/2008,577,561
90300303,11,40,10/1/2008,578,562
90300306,11,40,10/1/2008,579,563
90300307,11,40,10/1/2008,580,564
90300309,11,35,10/1/2008,581,565
90300311,11,35,10/1/2008,582,566
90300314,11,35,10/1/2008,583,567
90300354,11,60,10/1/2008,584,568
90300357,11,60,10/1/2008,585,569
90300360,11,60,10/1/2008,586,570
90300361,11,60,10/1/2008,587,571
90300367,11,60,10/1/2008,588,572
90300368,11,60,10/1/2008,589,573
90300371,11,60,10/1/2008,590,574
90300376,11,60,10/1/2008,591,575
90300381,11,60,10/1/2008,592,576
90300385,11,60,10/1/2008,593,577
90300387,11,60,10/1/2008,594,578
90300391,11,60,10/1/2008,595,579
90300392,11,60,10/1/2008,596,580
90300393,11,60,10/1/2008,597,581
90300395,11,60,10/1/2008,598,582
90300399,11,60,10/1/2008,599,583
90300400,11,60,10/1/2008,600,584
90300403,11,60,10/1/2008,601,585
90400001,28,3.6,5/1/2009,602,586
90400002,28,3.6,5/7/2009,603,587
90400007,28,3.6,9/23/2009,605,588
90400008,28,3.6,7/16/2009,606,589
90400009,28,3.6,7/16/2009,607,590
90400021,29,3.2,5/7/2009,608,591
90400029,12,3.5,7/15/2009,609,592
90400031,6,5.1,7/5/2009,610,593
90400035,28,3.6,5/2/2009,611,594
90400037,6,5.9,7/5/2009,612,595
90400038,12,3.4,5/8/2009,613,596
90400041,28,3.6,5/1/2009,614,597
90400049,0,3.6,5/5/2009,615,598
90400056,6,5.2,5/9/2009,616,599
90400060,7,5,5/7/2009,617,600
90400064,9,3.9,5/8/2009,618,601
90400068,7,4.8,5/4/2009,619,602
90400072,3,5,5/8/2009,620,603
90400075,0,3.9,5/12/2009,621,604
90400076,4,4,5/30/2009,622,605
90400078,0,3.9,6/27/2009,623,606
90400082,11,3,5/11/2009,624,607
90400084,11,4,5/14/2009,625,608
90400086,11,3.5,NULL,626,609
90400101,11,2.9,5/1/2009,627,610
90400102,10,2.8,5/2/2009,628,611
90400104,17,3,5/7/2009,629,612
90400107,11,3.6,9/25/2009,630,613
90400111,11,3.1,5/4/2009,631,614
90400112,10,1.8,5/4/2009,632,615
90400116,0,6.4,5/11/2009,633,616
90400120,7,4.4,11/10/2009,634,617
90400121,0,4.4,5/11/2009,635,618
90400124,0,5.4,5/1/2009,636,619
90400127,6,5.1,5/9/2009,637,620
90400131,6,4.8,5/9/2009,638,621
90400132,7,4,5/2/2009,639,622
90400135,2,4,5/1/2009,640,623
90400140,4,3.6,5/1/2009,641,624
90400141,2,4,5/1/2009,642,625
90400148,5,4,5/1/2009,643,626
90400150,2,4.4,5/1/2009,644,627
90400151,3,4,5/1/2009,645,628
90400154,3,3.6,5/1/2009,646,629
90400157,6,4.8,5/1/2009,647,630
90400158,2,4.4,5/1/2009,648,631
90400159,3,4.4,5/1/2009,649,632
90400162,5,4.8,5/1/2009,650,633
90400164,10,3.1,NULL,651,634
90400172,0,7.9,6/10/2009,652,635
90400173,29,3.2,5/10/2009,653,636
90400174,29,3.2,5/10/2009,654,637
90400176,29,3.2,5/10/2009,655,638
90400182,4,5.1,7/3/2009,656,639
90400184,29,3.2,5/10/2009,657,640
90400185,29,3.2,5/10/2009,658,641
90400191,29,3.2,5/10/2009,659,642
90400193,29,3.2,5/10/2009,660,643
90400194,28,3.6,7/14/2009,661,644
90400197,29,3.2,5/10/2009,662,645
90500002,28,3.6,5/14/2009,663,646
90500004,28,3.6,10/22/2009,664,647
90500005,28,3.6,5/14/2009,665,648
90500008,28,3.6,5/19/2009,666,649
90500013,28,3.6,5/20/2009,667,650
90500018,28,3.6,11/25/2009,669,651
90500019,28,3.6,5/12/2009,670,652
90500021,28,3.6,5/21/2009,671,653
90500022,28,3.6,4/29/2009,672,654
90500023,28,3.6,5/18/2009,673,655
90500025,28,3.6,5/2/2009,674,656
90500026,28,3.6,5/21/2009,675,657
90500029,29,3.2,5/20/2009,676,658
90500030,29,3.2,5/20/2009,677,659
90500033,29,3.2,5/20/2009,678,660
90500036,29,3.2,5/20/2009,679,661
90500038,29,3.2,5/20/2009,680,662
90500039,29,3.2,5/19/2009,681,663
90500041,29,3.2,5/19/2009,682,664
90500043,29,3.2,5/20/2009,683,665
90500044,29,3.2,5/20/2009,684,666
90500046,29,3.2,5/20/2009,685,667
90500049,29,3.2,8/27/2009,686,668
90500050,29,3.2,8/27/2009,687,669
90500052,29,3.2,8/27/2009,688,670
90500054,29,3.2,10/15/2013,689,671
90500057,29,3.2,10/15/2013,690,672
90500058,29,3.2,10/15/2013,691,673
90500060,29,3.2,5/20/2009,692,674
90500061,29,3.2,5/20/2009,693,675
90500062,29,3.2,5/21/2009,694,676
90500069,28,3.6,7/9/2009,695,677
90500072,29,3.2,6/4/2009,696,678
90500073,29,3.2,6/4/2009,697,679
90500075,29,3.2,6/4/2009,698,680
90500077,29,3.2,6/12/2009,699,681
90500078,29,3.2,6/12/2009,700,682
90500082,29,3.2,6/12/2009,701,683
90500084,29,3.2,6/12/2009,702,684
90500086,29,3.2,6/12/2009,703,685
90500089,29,3.2,6/11/2009,704,686
90500090,29,3.2,6/11/2009,705,687
90500091,29,3.2,6/11/2009,706,688
90500093,29,3.2,6/11/2009,707,689
90500094,29,3.2,6/11/2009,708,690
90500097,29,3.2,6/12/2009,709,691
90500100,29,3.2,6/12/2009,710,692
90500105,0,5.4,8/27/2009,711,693
90500109,11,3.6,6/27/2009,712,694
90500110,12,3.4,7/3/2009,713,695
90500111,0,3.9,5/22/2009,714,696
90500116,11,3.4,7/3/2009,715,697
90500120,0,3.9,5/23/2009,716,698
90500121,4,1.3,12/3/2009,717,699
90500123,0,3.9,6/29/2009,718,700
90500125,6,1.3,12/3/2009,719,701
90500131,2,1.3,12/7/2009,720,702
90500136,3,1.3,12/8/2009,721,703
90500146,3,1.3,12/10/2009,722,704
90500155,4,6.4,6/1/2009,723,705
90500157,29,3.2,4/30/2009,724,706
90500158,29,3.2,4/30/2009,725,707
90500161,29,3.2,4/30/2009,726,708
90500162,29,3.2,4/30/2009,727,709
90500167,29,3.2,9/2/2009,728,710
90500170,29,3.2,9/24/2009,729,711
90500176,28,3.6,8/12/2009,730,712
90500179,28,3.6,9/2/2009,731,713
90500180,11,4.8,6/25/2009,732,714
90500182,11,4.8,6/25/2009,733,715
90500187,0,6.3,6/4/2009,734,716
90500188,12,3.9,7/22/2009,735,717
90500189,0,4,6/3/2009,736,718
90500191,18,7.2,7/6/2009,737,719
90500197,0,3.4,7/15/2009,738,720
90500200,6,7.6,7/3/2009,740,721
90500201,2,4,5/22/2009,741,722
90500206,0,4,7/14/2009,742,723
90500211,28,3.6,5/21/2009,743,724
90500213,28,3.6,5/22/2009,744,725
90500215,28,3.6,5/23/2009,745,726
90500217,29,3.2,5/19/2009,746,727
90500221,29,3.2,5/19/2009,747,728
90500225,28,3.6,5/14/2009,748,729
90500227,28,3.6,5/14/2009,749,730
90500231,29,3.2,5/21/2009,750,731
90500235,29,3.2,5/21/2009,751,732
90500236,29,3.2,12/16/2009,752,733
90500237,29,3.2,12/16/2009,753,734
90500241,29,3.2,12/16/2009,754,735
90500244,29,3.2,12/16/2009,755,736
90500245,0,3.2,5/25/2009,756,737
90500256,0,3.2,6/8/2009,757,738
90500258,28,3.6,6/3/2009,758,739
90500261,0,3.2,5/27/2009,759,740
90500265,16,4,7/1/2009,760,741
