book_id,order_id,sales_price
110600434,36523291,1
110600434,36534559,1
110600434,36520622,1
110600434,36522557,1
110600434,36520554,1
110600434,36484957,1
110600434,36488587,1
110600434,36520424,1
110600435,36537900,0.9
110600435,36527168,0.9
110600435,36487013,0.9
110600435,36540133,0.9
110600436,36505813,0.9
110600436,36542345,0.9
110600436,36501068,0.9
110600436,36532975,0.9
110600437,36531821,0.9
110600437,36536982,0.9
110600438,36538579,0.9
110600478,36532004,0.9
110600479,36532004,0.9
110600480,36532004,0.9
110600481,36532004,0.9
110600482,36532004,0.9
110600483,36532004,0.9
110600544,36527373,1
110600545,36490903,1
110600545,36522701,1
110600545,36489847,1
110600545,36525775,1
110600545,36497880,1
110600545,36490833,1
110600626,36531403,0.9
110600628,36522053,0.9
110600629,36483669,0.9
110600630,36534642,0.9
110600630,36486756,0.9
110600631,36542254,0.9
110700011,36533270,4
110700090,36520917,0.9
110700543,36485338,0.3
110700996,36492380,1
110800206,36522749,0.9
110800427,36495023,3
110800526,36537707,2.5
110900007,36492125,0.3
110900725,36484461,0.9
110900726,36490906,0.9
110900727,36493136,0.9
111000240,36540500,3.5
111000241,36540500,3.5
111000242,36540500,3.5
111000242,36493617,0.9
111000487,36508365,0.9
111000488,36514733,0.9
111001066,36492835,10.8
111001067,36492835,10.8
111100178,36530918,8.1
111100179,36530841,8.1
111100196,36504792,3.9
111100601,36494155,1
111100612,36494155,1
111100615,36494155,1
111100638,36494155,1
120100288,36504000,0.9
120100288,36482723,0.9
120100289,36487317,0.9
120100289,36522026,0.9
120100290,36505638,0.9
120100291,36496403,0.9
120100291,36492591,0.9
120100291,36513893,0.9
120100292,36521468,0.9
120100292,36541671,0.9
120100292,36496915,0.9
120100293,36525389,0.9
120100293,36528222,0.9
120100337,36510097,3.2
120100337,36530260,3.2
120100337,36513728,3.2
120100338,36516994,3.2
120100338,36521123,3.2
120100338,36537821,3.2
120100339,36522986,3.2
120100339,36516994,3.2
120100340,36516994,3.2
120100340,36524967,3.2
120100522,36530579,3.2
120200369,36510786,0.9
120200370,36510786,0.9
120200371,36510786,0.9
120200371,36539071,3.5
120200372,36510786,0.9
120200373,36510786,0.9
120200374,36510786,0.9
120200375,36510786,0.9
120200376,36510786,0.9
120200377,36510786,0.9
120200416,36505361,0.9
120202435,36510265,3.5
120202603,36489765,3.5
120203092,36529442,0.9
120300066,36494416,3.2
120300067,36532491,3.2
120300068,36516060,3.2
120300087,36532459,0.9
120300089,36502336,0.9
120300090,36507772,0.9
120302053,36528370,3.5
120302061,36525036,3.5
120302075,36494985,14.4
120302198,36491168,1
120302199,36491168,1
120302200,36491168,1
120302201,36491168,1
120302202,36491168,1
120302203,36491168,1
120302204,36491168,1
120302205,36491168,1
120302206,36491168,1
120302208,36505967,0.9
120302209,36511476,0.9
120302210,36521031,0.9
120302211,36531054,0.9
120302212,36539416,0.9
120302340,36507253,4
120302341,36513519,0.9
120302342,36513519,0.9
120302890,36511168,3.5
120302916,36506870,11.25
120303037,36516555,3.5
120400295,36528231,3.5
120400295,36525036,3.5
120400295,36489875,3.5
120400295,36521604,3.5
120400295,36517659,2.1
120400295,36513975,3.6
120400295,36489978,3.5
120400543,36493331,0.9
120400545,36494461,0.9
120400547,36487570,0.9
120400548,36482743,0.9
120401072,36535554,2.52
120401072,36525036,3.5
120401072,36504197,2.52
120401271,36521604,3.5
120401271,36520987,3.5
120401290,36514260,0.9
120401334,36504300,1.75
120401334,36504310,2.4
120402511,36519969,3.5
120402552,36530216,2.52
120500259,36489014,0.9
120500930,36502133,0.9
120501320,36501336,3.5
120600148,36511165,1.75
120600148,36516340,2.45
120600148,36531996,1.75
120600152,36504513,3.8
120600305,36491285,3.15
120600306,36491285,3.15
120600307,36491285,3.15
120600308,36491285,3.15
120600309,36491285,3.15
120600310,36491285,3.15
120600311,36491285,3.15
120600312,36491285,3.15
120600640,36541815,0.9
120600642,36486527,3.2
120600643,36521437,3.2
120600646,36489668,3.2
120600647,36505002,3.2
120600821,36490715,5.2
120600822,36490715,5.2
120600905,36519969,3.5
120601838,36486992,0.9
120601955,36491601,0.9
120601956,36540222,0.9
120700305,36524082,1.75
120700305,36484670,1.75
120700308,36504300,1.75
120700309,36500009,3.5
120700742,36487694,3.5
120700766,36484008,1
120701501,36493189,3
120702048,36526201,3.5
120702048,36504679,1.25
120702048,36498161,3.5
120702048,36484317,3.5
120702100,36525342,1
120702364,36517227,3.5
120702470,36502367,0.9
120702643,36530753,3.5
120702813,36501730,0.9
120702814,36515756,0.9
120703022,36530456,0.9
120703023,36534229,0.9
120703050,36505101,0.9
120703051,36507349,0.9
120703052,36509175,0.9
120703052,36493996,0.9
120703053,36520516,0.9
120703053,36536745,0.9
120703054,36525613,0.9
120703202,36516308,0.9
120703203,36538365,0.9
120703241,36488133,0.9
120800144,36507788,3.5
120800178,36500300,2
120800178,36523668,2
120800178,36508193,2
120800178,36528246,2
120800178,36497835,2
120800178,36497559,3.6
120800178,36495892,2
120800178,36535799,2
120800178,36495033,2
120800178,36527186,2
120800641,36500529,3.2
120800764,36499116,0.9
120800765,36537633,0.9
120800951,36525342,1
120801297,36487680,1
120801298,36487680,1
120801299,36487680,1
120801409,36509292,0.9
120801410,36538123,0.9
120802072,36539983,1
120802074,36497885,0.3
120802075,36534091,0.3
120802189,36493179,35.1
120802189,36531470,35.1
120802233,36513125,1.5
120802233,36530734,2.8
120802233,36523944,3.5
120802546,36525342,1
120802565,36492968,35
120900123,36500296,1.4
120900404,36516428,3.2
120900405,36516428,3.2
120900406,36516428,3.2
120900407,36516428,3.2
120900408,36516428,3.2
120900409,36516428,3.2
120900410,36516428,3.2
120900410,36510834,3.2
120900411,36516428,3.2
120900688,36502039,5.4
120900867,36528259,0.9
120900868,36528259,0.9
120900880,36488181,0.9
120900881,36526340,0.9
120900992,36525342,1
120900998,36490723,1
120901045,36504660,0.9
120901046,36504660,0.9
120901047,36504660,0.9
120901048,36504660,0.9
120901049,36504660,0.9
120901050,36504660,0.9
120901524,36500631,1
120901525,36504021,1
120901914,36516898,0.3
120902035,36517416,0.9
120902038,36531425,0.9
120902147,36535828,1
121000175,36541720,0.3
121000183,36525342,1
121000205,36530374,0.9
121000280,36531996,1.75
121000539,36508033,6.3
121001637,36482915,0.9
121001638,36497590,0.9
121001639,36505868,0.9
121001688,36490564,3.5
121001749,36502353,0.9
121001757,36514883,0.9
121001762,36504696,0.9
121002068,36530117,10
121002116,36525342,1
121002224,36486520,3.2
121002225,36527696,3.2
121002419,36489812,0.9
121002420,36511658,0.9
121002421,36538986,0.9
121002423,36494107,0.9
121002424,36508664,0.9
121002425,36524476,0.9
121002426,36535663,0.9
121100018,36537039,3.5
121100018,36542851,3.5
121100087,36495250,4.48
121100683,36524953,6.3
121100762,36525342,1
121101458,36483015,0.9
121101459,36493254,0.9
121101460,36512045,0.9
121101460,36485501,0.9
121101461,36485399,0.9
121200824,36486765,0.9
121201023,36504513,3.8
121201095,36494992,0.9
121201319,36525342,1
121201905,36522796,5
121201970,36525342,1
130100824,36525342,1
130101654,36486893,2.25
130200571,36492804,6.4
130200571,36517714,6.4
130200571,36514604,3.6
130200571,36495874,2.5
130200659,36495167,4
130200660,36495167,4
130200713,36485954,0.9
130200714,36524798,0.9
130200715,36531327,0.9
130201293,36504220,5.2
130201293,36531752,10.4
130201537,36485820,1
130201538,36517571,0.9
130201538,36516605,0.9
130201539,36534469,0.9
130201540,36484086,0.9
130201540,36499561,0.9
130201541,36501469,0.9
130201541,36484086,0.9
130201766,36500556,0.9
130201768,36509083,0.9
130300338,36485075,3.5
130300339,36488112,3.5
130300340,36493095,3.5
130300341,36495966,3.5
130300342,36495966,3.5
130300343,36514014,3.5
130301676,36496096,3.5
130302065,36504801,0.9
130302068,36534798,3.2
130302068,36516994,3.2
130302159,36506662,0.3
130400034,36511946,0.9
130400081,36525066,0.9
130400446,36495881,3.6
130400525,36534541,0.3
130400924,36534729,2
130400924,36525036,3.5
130401538,36526064,3.5
130401547,36510781,4.8
130401740,36516253,3.5
130401775,36505828,0.9
130401957,36526748,3.8
130500013,36516350,1.9
130500162,36493998,0.9
130500163,36530345,0.9
130500164,36538690,0.9
130500184,36530458,0.9
130500184,36511551,0.9
130500184,36487531,0.9
130500185,36511551,0.9
130500185,36487531,0.9
130500186,36529632,0.9
130500187,36529632,0.9
130500207,36498223,3.2
130500264,36491727,0.9
130500265,36529213,0.9
130500378,36526245,6.3
130500914,36502208,3.5
130501094,36495410,4
130501094,36493148,4
130501216,36494993,0.9
130501429,36509062,3.5
130501429,36494333,3.5
130501945,36494511,2.07
130501946,36494511,2.07
130501947,36506329,3.5
130501947,36498296,3
130502773,36488045,0.9
130502774,36503206,0.9
130502774,36495147,0.9
130502959,36516255,1.9
130502996,36493439,3.5
130600463,36517912,0.9
130600464,36523047,0.9
130600465,36531264,0.9
130601302,36486361,0.9
130601303,36494267,0.9
130602055,36534723,0.9
130602056,36536480,0.9
130602077,36493123,27
130700621,36531594,2.88
130700622,36531594,2.88
130700623,36531594,2.88
130700624,36531594,2.88
130700625,36531594,2.88
130700626,36531594,2.88
130700627,36531594,2.88
130700628,36531594,2.88
130700629,36531594,2.88
130700630,36531594,2.88
130700948,36529445,2.5
130700949,36529445,2.5
130700950,36529686,3.5
130701313,36499423,3.2
130701314,36540751,3.2
130701315,36540751,3.2
130701316,36540751,3.2
130701327,36530191,2.5
130701329,36530233,6.3
130701577,36514552,5.9
130702581,36485753,0.9
130702582,36528409,0.9
130702769,36539424,0.9
130703069,36531186,0.9
130703075,36502491,0.9
130703076,36514685,0.9
130703173,36502693,1
130703173,36528237,1
130703174,36532537,1
130703174,36502909,1
130800609,36517765,2
130800778,36523498,2.5
130800779,36532798,2.5
130800780,36511802,0.9
130800792,36493424,0.9
130800793,36500054,0.9
130800794,36504311,0.9
130800795,36507999,0.9
130800811,36484332,0.9
130800812,36503661,0.9
130800813,36508756,0.9
130800992,36532712,3.5
130801235,36491107,2
130801235,36528933,4
130801235,36513125,1.5
130801240,36535331,1
130801240,36535648,1
130801241,36536439,1
130801241,36491669,1
130801241,36500515,1
130801241,36535331,1
130801241,36536861,1
130801241,36523552,1
130801241,36500795,1
130802914,36515282,3
130900116,36539134,3.6
130900441,36532923,5
130900454,36509757,10
130900489,36488771,2.3
130900509,36528567,3.6
130900862,36514468,3.5
130900913,36540282,0.9
130901364,36540153,3.2
130901449,36505932,0.9
130901591,36530799,0.9
130901591,36527677,0.9
130901592,36528981,0.9
130901593,36530234,0.9
130901594,36531773,0.9
130901595,36532895,0.9
130901596,36534185,0.9
130901597,36535164,0.9
130901598,36535459,0.9
130901820,36495162,0.9
130901821,36498102,0.9
130901822,36517066,0.9
130901823,36529214,0.9
130901824,36532557,0.9
130901825,36535210,0.9
130901853,36515061,0.9
130901975,36493532,5.4
131000139,36502083,0.9
131000150,36489348,0.9
131000174,36541226,1
131000182,36497962,3
131000705,36499353,6.3
131001256,36504353,1
131001257,36506963,0.9
131001693,36484759,0.9
131001693,36534021,0.9
131001694,36538692,0.9
131001852,36493901,4
131002276,36540826,0.9
131002519,36542950,3.2
131002624,36494174,0.9
131002659,36515382,0.9
131002659,36484456,3.2
131002660,36538185,0.9
131002660,36490309,3.2
131002661,36507763,3.2
131002685,36491905,0.9
131002685,36531931,0.9
131002686,36489214,0.9
131002687,36532349,0.9
131002687,36493323,0.9
131002692,36532411,0.9
131002693,36541946,0.9
131003062,36495626,2.8
131003062,36496398,2.52
131003063,36496398,2.52
131003064,36539478,4.48
131003064,36495250,4.48
131003064,36516354,3.15
131003064,36504679,1.25
131003064,36509283,4.48
131003100,36532925,3.5
131003101,36532925,3.5
131003158,36503404,3.5
131003210,36534894,3.8
131003302,36485402,3.5
131100210,36489995,2
131100211,36492653,2
131100212,36493348,2
131100213,36495543,2
131100214,36511804,2
131100215,36524848,2
131100216,36531382,2
131100465,36513535,3
131100751,36541226,1
131100761,36518869,1
131100761,36520341,1
131100761,36523022,1
131100761,36503329,1
131100761,36491677,1
131100762,36483907,1
131100762,36502914,1
131100762,36512002,3.5
131100762,36502402,1
131100762,36523022,1
131100762,36519260,3.5
131100762,36493236,1
131100762,36512267,1
131100762,36531363,1
131100762,36538558,1
131100762,36524595,1
131100762,36523092,1
131100762,36520341,1
131100762,36488399,1
131100763,36504034,0.9
131100763,36496311,0.9
131100763,36514458,0.9
131100763,36511075,0.9
131100763,36542139,0.9
131100764,36528224,0.9
131100764,36499118,0.9
131100764,36527344,0.9
131100764,36529382,0.9
131100764,36521625,0.9
131100765,36535104,0.9
131100765,36500600,0.9
131100765,36540848,0.9
131100766,36502527,0.9
131101127,36527536,0.9
131101131,36484205,0.9
131101276,36514542,6.3
131101350,36504430,4
131102820,36494813,0.9
131102851,36534690,6
131102976,36486523,4
131103148,36541226,1
131103504,36519969,3.5
131200308,36488467,0.9
131200309,36494254,0.9
131200310,36533186,0.9
131200573,36499553,0.3
131200662,36510799,0.9
131200793,36529103,1.5
131200881,36533032,3.5
131201324,36507493,0.9
131201658,36496173,0.9
131202283,36496115,6.3
131202354,36526863,0.9
140100025,36529445,2.5
140100714,36512126,0.5
140100715,36523836,0.5
140100716,36530721,0.5
140100734,36516185,0.5
140101204,36539134,3.6
140104260,36487005,0.9
140114146,36506424,1
140114147,36529921,0.9
140114147,36517104,0.9
140114147,36516726,0.9
140114147,36542591,0.9
140114147,36540022,0.9
140114147,36483054,0.9
140114147,36529241,2.88
140114147,36500329,0.9
140114147,36501496,0.9
140114147,36540741,0.9
140114148,36525697,0.9
140114148,36487522,0.9
140114148,36517125,0.9
140114148,36540022,0.9
140114148,36500329,0.9
140114148,36529241,2.88
140114148,36484422,0.9
140114148,36493402,0.9
140114148,36528141,0.9
140114148,36493360,0.9
140114149,36500329,0.9
140114149,36493334,0.9
140114149,36535667,0.9
140114149,36529241,2.88
140114149,36487007,0.9
140114149,36527015,0.9
140114149,36484990,0.9
140114149,36522398,0.9
140114149,36507491,0.9
140114149,36495553,0.9
140114150,36500329,0.9
140114150,36536207,0.9
140114150,36504417,0.9
140114150,36529241,2.88
140114150,36540691,0.9
140114150,36506658,0.9
140114150,36502072,0.9
140114150,36502214,0.9
140114150,36507103,0.9
140114150,36493820,0.9
140114150,36534028,0.9
140114150,36501828,0.9
140114151,36524444,0.9
140114151,36498094,0.9
140114151,36502101,2.88
140114151,36492484,0.9
140114151,36521108,0.9
140114151,36540702,0.9
140114151,36508303,0.9
140114151,36521887,0.9
140114151,36500329,0.9
140114151,36540154,0.9
140114151,36508009,0.9
140114152,36483203,0.9
140114152,36483126,0.9
140114152,36524937,0.9
140114152,36510449,2.88
140114152,36483671,0.9
140114152,36527749,0.9
140114152,36505350,0.9
140114152,36500329,0.9
140114152,36541653,0.9
140114152,36483232,0.9
140114152,36490912,0.9
140114152,36520851,0.9
140114152,36539708,0.9
140114152,36505322,0.9
140114153,36511709,0.9
140114153,36491257,0.9
140114153,36494133,0.9
140114153,36511489,0.9
140114153,36500329,0.9
140114153,36525079,0.9
140114155,36506360,1
140114155,36509440,1
140114156,36512348,0.9
140114156,36510071,0.9
140114156,36530815,0.9
140114156,36496296,0.9
140114156,36486154,2.88
140114156,36512910,0.9
140114156,36541172,2.88
140114156,36490879,0.9
140114156,36507390,0.9
140114156,36502069,0.9
140114156,36533290,0.9
140114156,36504260,0.9
140114156,36518903,0.9
140114156,36537588,0.9
140114156,36511032,0.9
140114156,36486314,0.9
140114157,36538639,0.9
140114157,36503365,0.9
140114157,36512543,0.9
140114157,36524234,0.9
140114157,36502308,0.9
140114157,36518766,0.9
140114157,36517868,0.9
140114157,36536166,0.9
140114157,36487918,2.88
140114157,36511562,0.9
140114157,36522632,0.9
140114157,36535082,0.9
140114157,36513197,0.9
140114158,36535991,0.9
140114158,36494276,0.9
140114158,36526603,0.9
140114158,36493601,0.9
140114158,36515229,0.9
140114158,36515277,0.9
140114158,36531012,0.9
140114158,36513446,0.9
140114158,36504829,0.9
140114158,36532338,0.9
140114158,36526615,0.9
140114158,36540830,0.9
140114159,36522994,0.9
140114159,36489339,0.9
140114159,36512458,0.9
140114159,36514239,0.9
140114159,36539926,0.9
140114159,36524839,0.9
140114159,36507159,0.9
140114159,36534418,0.9
140114160,36511984,2.88
140114160,36513790,0.9
140114160,36539214,0.9
140114160,36498932,2.88
140114160,36536104,0.9
140114160,36486743,0.9
140114160,36530683,0.9
140114161,36536575,2.88
140114161,36536943,0.9
140114161,36530683,0.9
140114161,36511984,2.88
140114161,36507773,0.9
140114161,36491616,0.9
140114161,36530137,2.88
140114161,36483345,0.9
140114286,36503082,0.9
140114287,36522245,0.9
140114288,36537137,0.9
140114290,36485974,0.9
140114291,36504506,2.88
140114292,36539872,0.9
140114438,36507253,4
140203586,36538442,4
140203586,36532322,4
140203737,36503989,3.2
140203738,36511020,3.2
140203739,36514986,3.2
140203937,36486704,0.9
140218381,36528140,3
140228011,36505710,1
140228231,36533224,3.9
140228340,36511772,1.1
140228341,36531183,1.1
140228724,36484991,0.5
140228731,36521042,2.8
140228731,36509971,3.6
140228925,36510159,3
140229494,36537148,1.5
140229495,36538173,1.5
140229889,36532374,1.1
140229890,36537551,1.1
140229891,36538259,1.1
140230235,36505937,1
140230576,36536213,2.7
140230787,36500497,3.5
140230849,36541226,1
140302445,36508494,0.9
140302445,36482775,0.9
140303010,36504529,3.24
140303011,36504529,3.24
140303012,36506404,3.8
140304363,36493322,59.85
140304988,36507147,3.5
140304991,36488904,3.5
140304992,36495349,3.5
140305434,36504371,1.25
140305732,36538554,1.1
140305815,36508012,3.5
140306118,36538093,1.5
140306196,36530108,1
140306384,36504422,1
140306385,36540189,3.5
140306385,36525523,3.5
140306385,36516669,3.5
140306385,36526389,3.5
140306385,36507146,3.5
140306386,36525523,3.5
140306386,36515318,3.5
140306387,36524384,3.5
140306403,36488024,0.9
140306404,36496262,0.9
140306405,36509872,0.9
140306424,36533658,3.5
140306449,36492181,3.5
140306450,36492181,3.5
140306539,36512098,1
140400270,36539488,0.7
140400691,36531507,6.3
140400878,36516676,1
140401029,36485970,1
140401030,36485970,1
140401031,36485970,1
140401128,36516439,0.3
140401129,36516439,0.3
140401130,36516439,0.3
140401131,36516439,0.3
140401132,36516439,0.3
140401133,36516439,0.3
140401134,36516439,0.3
140401135,36516439,0.3
140401136,36516439,0.3
140401137,36516439,0.3
140401138,36516439,0.3
140401139,36516439,0.3
140401140,36516439,0.3
140401141,36516439,0.3
140401142,36516439,0.3
140401143,36516439,0.3
140401144,36516439,0.3
140401145,36516439,0.3
140401146,36516439,0.3
140401147,36516439,0.3
140401148,36516439,0.3
140401149,36516439,0.3
140401150,36516439,0.3
140401151,36516439,0.3
140401267,36517659,2.1
140401343,36512823,3
140401344,36540167,3
140401374,36542627,0.9
140402060,36525568,40.95
140402096,36489405,0.9
140402098,36542056,0.9
140402373,36502242,3.5
140402788,36496820,4
140402788,36529310,7.2
140402788,36507785,4
140402788,36494393,4
140402809,36540861,2.5
140403309,36502038,3.8
140403565,36484663,0.9
140403584,36487118,3.5
140403607,36540315,0.9
140403868,36510164,3
140403868,36536991,3
140403974,36498144,1
140404562,36526719,3.6
140404616,36495833,2.1
140500987,36522058,0.9
140500987,36486443,0.9
140500997,36535951,0.7
140500998,36535934,1.7
140501325,36513688,0.9
140501634,36500390,0.9
140501635,36511491,0.9
140501636,36515060,0.9
140501815,36536778,0.9
140501939,36501142,0.9
140501942,36522470,0.9
140501943,36530502,0.9
140501944,36534637,0.9
140502043,36491276,0.9
140502703,36538331,1.5
140502704,36538663,1.5
140502705,36538876,1.5
140502706,36539012,1.5
140503128,36531169,4
140503526,36534323,0.9
140503592,36486778,0.9
140503593,36504322,0.9
140503594,36539328,0.9
140503665,36486642,3.5
140503729,36490424,3.5
140503729,36542558,3.5
140503730,36515816,3.5
140503730,36510843,3.5
140503876,36503221,1.75
140503937,36526146,12.6
140600122,36493689,2.8
140600122,36501706,2.8
140600122,36510647,2.8
140600122,36523485,2.8
140600122,36537047,2.8
140600122,36511886,2.8
140600122,36487525,3.5
140600122,36494045,2.8
140600122,36508648,2.8
140600122,36521801,2.8
140600122,36491901,2.8
140600122,36489229,2.8
140600122,36515956,3.5
140600122,36508152,2.8
140600122,36519834,4
140600122,36536494,2.8
140600122,36532478,1.5
140600122,36496156,2.8
140600122,36501708,2.8
140600133,36526713,4.5
140600675,36497190,4
140600675,36496118,2
140600696,36526385,3
140600696,36509431,1.1
140600696,36533462,3
140601013,36495388,3
140601147,36541435,0.9
140601383,36509065,0.9
140601873,36489167,0.9
140601874,36504192,0.9
140601875,36508439,0.9
140601876,36520298,0.9
140601877,36540512,0.9
140601984,36482767,0.9
140601985,36485481,0.9
140601986,36505654,0.9
140601987,36506805,0.9
140601988,36507848,0.9
140602027,36484664,3.2
140602416,36495651,1
140602417,36496764,1
140602418,36507140,0.3
140602419,36507818,0.3
140602420,36509605,0.3
140602421,36510250,0.3
140602422,36510940,0.3
140602423,36511598,0.3
140602424,36516360,0.3
140602751,36495874,2.5
140602751,36531604,2.5
140602956,36490180,0.9
140602957,36502351,0.9
140602958,36528707,0.9
140602990,36518375,3.2
140603987,36511886,2.8
140604008,36505072,6.48
140700260,36491865,3.5
140701024,36509815,0.9
140701024,36511936,0.9
140701024,36516173,0.9
140701115,36511779,1
140701116,36529092,0.9
140701116,36512513,0.9
140701116,36503402,0.9
140701116,36518660,0.9
140701116,36484252,0.9
140701116,36516352,0.9
140701116,36523059,0.9
140701116,36538132,0.9
140701116,36516769,0.9
140701116,36493365,0.9
140701116,36512317,0.9
140701116,36485235,0.9
140701116,36498401,0.9
140701116,36503350,0.9
140701116,36503251,0.9
140701116,36503530,0.9
140701117,36506051,0.9
140701117,36486069,0.9
140701117,36539243,0.9
140701117,36512317,0.9
140701117,36531917,0.9
140701117,36538658,0.9
140701117,36510212,0.9
140701117,36488135,0.9
140701117,36499101,0.9
140701117,36510274,0.9
140701117,36499171,0.9
140701117,36503346,0.9
140701118,36506209,0.9
140701118,36509801,0.9
140701118,36539288,0.9
140701118,36504143,3.2
140701118,36487798,0.9
140701118,36499737,0.9
140701118,36512666,0.9
140701118,36512317,0.9
140701119,36512317,0.9
140701119,36505085,3.2
140701119,36489752,0.9
140701119,36540303,0.9
140701119,36515589,0.9
140701119,36500173,0.9
140701120,36500542,0.9
140701120,36512317,0.9
140701120,36541450,0.9
140701120,36504866,0.9
140701121,36512317,0.9
140701121,36514622,0.9
140701121,36518129,0.9
140701121,36542176,0.9
140701122,36533126,0.9
140701122,36512317,0.9
140701122,36531974,0.9
140701144,36524409,0.9
140701145,36530658,0.9
140701627,36509665,0.9
140701627,36508127,0.9
140701628,36514726,0.9
140701628,36526761,0.9
140701641,36527763,0.9
140702495,36501304,3.2
140702496,36501304,3.2
140702497,36501304,3.2
140702498,36501304,3.2
140702602,36491499,3.2
140702603,36505985,15.3
140702747,36484129,0.9
140702747,36497341,3
140702748,36490016,0.9
140702749,36505041,0.9
140702750,36508526,0.9
140702751,36511566,0.9
140702752,36514885,0.9
140702753,36517044,0.9
140702755,36535886,3
140702759,36507443,0.9
140702763,36494282,0.9
140702796,36500563,0.9
140702797,36504852,0.9
140702801,36491610,0.9
140702801,36493015,0.9
140702801,36492435,0.9
140702802,36501455,0.9
140702802,36498057,0.9
140702802,36504279,0.9
140702803,36506704,0.9
140702803,36502008,0.9
140702803,36508875,0.9
140702804,36517015,0.9
140702804,36513875,0.9
140702804,36533194,0.9
140702805,36517042,0.9
140702924,36530133,7.2
140703066,36506838,0.9
140703067,36525487,1
140703067,36498915,1
140703067,36530062,1
140703067,36484732,1
140703067,36485563,1
140703067,36493341,1
140703067,36500493,1
140703067,36535724,1
140703067,36511578,1
140703067,36485097,1
140703067,36490843,1
140703067,36485010,1
140703067,36534912,1
140703067,36497640,1
140703067,36506838,0.9
140703067,36516470,1
140703067,36505420,1
140703067,36507960,1
140703067,36491033,1
140703068,36499505,0.9
140703068,36516484,0.9
140703068,36522694,0.9
140703068,36488040,0.9
140703068,36495049,0.9
140703068,36533200,0.9
140703068,36520390,0.9
140703068,36506838,0.9
140703069,36533200,0.9
140703069,36500786,0.9
140703069,36488040,0.9
140703069,36497034,0.9
140703069,36506838,0.9
140703070,36506838,0.9
140703070,36488040,0.9
140703070,36504956,0.9
140703070,36484742,0.9
140703071,36506838,0.9
140703071,36488040,0.9
140703071,36506214,0.9
140703072,36488040,0.9
140703072,36509948,0.9
140703072,36506838,0.9
140703073,36506838,0.9
140703073,36488040,0.9
140703073,36511299,0.9
140703090,36487539,0.9
140703091,36488806,0.9
140703960,36508867,1.25
140705766,36504419,1
140705767,36512172,3.2
140705767,36496384,3.2
140705767,36493229,0.9
140705767,36488339,0.9
140705767,36534476,0.9
140705767,36504259,3.2
140705767,36509968,0.9
140705767,36493372,0.9
140705767,36533472,0.9
140705767,36487348,3.2
140705767,36496027,0.9
140705767,36502475,3.2
140705768,36496027,0.9
140705768,36535571,3.2
140705768,36536126,0.9
140705768,36502544,0.9
140705768,36534258,3.2
